Version,Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Deceased,Hospital_admission
3,2022-01-25 10:00:00,2022-01-25,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,1067,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,701,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,95,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,111,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,49,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,47,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,21,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,75,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,231,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,31,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,43,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,65,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,3,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,2,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,43,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,247,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,50,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,233,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,127,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,88,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,221,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,67,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0148,Dalfsen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,75,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0150,Deventer,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,230,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0153,Enschede,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,450,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0158,Haaksbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,48,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0160,Hardenberg,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,83,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0163,Hellendoorn,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,75,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0164,Hengelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,204,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0166,Kampen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,163,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0168,Losser,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,53,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0171,Noordoostpolder,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,124,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0173,Oldenzaal,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,81,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0175,Ommen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,50,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0177,Raalte,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,48,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0180,Staphorst,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,40,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0183,Tubbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,66,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0184,Urk,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,72,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0189,Wierden,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,63,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0193,Zwolle,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,382,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0197,Aalten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorg Euregio,86,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0200,Apeldoorn,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,390,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0202,Arnhem,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,362,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0203,Barneveld,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,118,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0209,Beuningen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,89,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0213,Brummen,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,61,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0214,Buren,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,81,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0216,Culemborg,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,110,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0221,Doesburg,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,20,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0222,Doetinchem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorgregio Oost,199,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0225,Druten,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,92,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0226,Duiven,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,30,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0228,Ede,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,191,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0230,Elburg,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,78,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0232,Epe,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,65,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0233,Ermelo,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,49,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0243,Harderwijk,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,111,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0244,Hattem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,43,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0246,Heerde,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,41,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0252,Heumen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,45,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0262,Lochem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,80,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0263,Maasdriel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,148,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0267,Nijkerk,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,116,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0268,Nijmegen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,567,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0269,Oldebroek,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,37,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0273,Putten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,60,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0274,Renkum,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,37,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0275,Rheden,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,76,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0277,Rozendaal,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,2,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0279,Scherpenzeel,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,18,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0281,Tiel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,181,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0285,Voorst,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,50,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0289,Wageningen,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,45,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0293,Westervoort,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,19,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0294,Winterswijk,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorg Euregio,98,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0296,Wijchen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,96,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0297,Zaltbommel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,153,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0299,Zevenaar,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,58,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0301,Zutphen,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,148,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0302,Nunspeet,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,54,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0303,Dronten,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,102,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0307,Amersfoort,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,256,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0308,Baarn,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,46,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0310,De Bilt,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,46,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0312,Bunnik,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,12,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0313,Bunschoten,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,29,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0317,Eemnes,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,14,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0321,Houten,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,40,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0327,Leusden,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,34,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0331,Lopik,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,14,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0335,Montfoort,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,17,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0339,Renswoude,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,8,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0340,Rhenen,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,24,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0342,Soest,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,60,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0344,Utrecht,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,502,0,2
3,2022-01-25 10:00:00,2022-01-25,GM0345,Veenendaal,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,88,1,0
3,2022-01-25 10:00:00,2022-01-25,GM0351,Woudenberg,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,12,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0352,Wijk bij Duurstede,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,25,0,1
3,2022-01-25 10:00:00,2022-01-25,GM0353,IJsselstein,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,40,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0355,Zeist,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,70,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0356,Nieuwegein,Utrecht,VR09,Utrecht,GGD Regio Utrecht,Traumazorgnetwerk Midden-Nederland,76,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0358,Aalsmeer,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,147,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0361,Alkmaar,Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,473,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0362,Amstelveen,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,501,0,0
3,2022-01-25 10:00:00,2022-01-25,GM0363,Amsterdam,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,Netwerk Acute Zorg Noordwest,2113,0,2
3,2022-01-25 10:00:00,2022-01-25,GM0363,Amsterdam,Noord-Holland,VR13,Amsterdam-Amstelland,GGD Amsterdam,SpoedZorgNet,1596,0,2
3,2022-01-25 10:00:00,2022-01-25,GM0373,Bergen (NH.),Noord-Holland,VR10,Noord-Holland-Noord,GGD Hollands-Noorden,Netwerk Acute Zorg Noordwest,120,0,0
