Version,Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Deceased,Hospital_admission
4,2022-03-15 10:00:00,2022-03-15,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,761,0,3
4,2022-03-15 10:00:00,2022-03-15,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,518,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,82,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,60,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,45,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,115,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,1,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,78,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,200,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,511,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,133,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,83,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,212,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,2,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,79,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,326,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,128,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,473,0,1
4,2022-03-15 10:00:00,2022-03-15,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,220,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,201,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,275,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,116,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0148,Dalfsen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,116,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0150,Deventer,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,429,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0153,Enschede,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,479,0,2
4,2022-03-15 10:00:00,2022-03-15,GM0158,Haaksbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,75,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0160,Hardenberg,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,217,1,0
4,2022-03-15 10:00:00,2022-03-15,GM0163,Hellendoorn,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,169,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0164,Hengelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,287,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0166,Kampen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,166,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0168,Losser,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,67,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0171,Noordoostpolder,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,106,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0173,Oldenzaal,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,92,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0175,Ommen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,49,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0177,Raalte,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,162,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0180,Staphorst,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,32,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0183,Tubbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,69,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0184,Urk,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,7,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0189,Wierden,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,78,0,1
4,2022-03-15 10:00:00,2022-03-15,GM0193,Zwolle,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,473,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0197,Aalten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorg Euregio,111,0,0
4,2022-03-15 10:00:00,2022-03-15,GM0200,Apeldoorn,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,538,0,2
4,2022-03-15 10:00:00,2022-03-15,GM0202,Arnhem,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,627,0,0
