Version,Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Deceased,Hospital_admission
3,2022-01-22 10:00:00,2022-01-22,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,449,0,1
3,2022-01-22 10:00:00,2022-01-22,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,985,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,64,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,52,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,38,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,77,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,20,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,68,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,307,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,31,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,62,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,4,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,87,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,4,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,2,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,40,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,194,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,63,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,312,0,1
3,2022-01-22 10:00:00,2022-01-22,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,145,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,130,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,107,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,24,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0148,Dalfsen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,73,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0150,Deventer,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,268,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0153,Enschede,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,257,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0158,Haaksbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,12,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0160,Hardenberg,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,134,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0163,Hellendoorn,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,33,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0164,Hengelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,117,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0166,Kampen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,138,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0168,Losser,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,21,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0171,Noordoostpolder,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,140,0,1
3,2022-01-22 10:00:00,2022-01-22,GM0173,Oldenzaal,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,69,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0175,Ommen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,50,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0177,Raalte,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,81,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0180,Staphorst,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,45,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0183,Tubbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,29,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0184,Urk,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,100,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0189,Wierden,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,41,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0193,Zwolle,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,383,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0197,Aalten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorg Euregio,64,0,1
3,2022-01-22 10:00:00,2022-01-22,GM0200,Apeldoorn,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,475,0,3
3,2022-01-22 10:00:00,2022-01-22,GM0202,Arnhem,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,266,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0203,Barneveld,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,67,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0209,Beuningen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,29,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0213,Brummen,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,46,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0214,Buren,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,40,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0216,Culemborg,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,88,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0221,Doesburg,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,9,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0222,Doetinchem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorgregio Oost,133,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0225,Druten,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,34,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0226,Duiven,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,31,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0228,Ede,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,170,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0230,Elburg,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,37,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0232,Epe,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,50,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0233,Ermelo,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,63,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0243,Harderwijk,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,97,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0244,Hattem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,39,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0246,Heerde,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,39,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0252,Heumen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,21,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0262,Lochem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,96,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0263,Maasdriel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,112,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0267,Nijkerk,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,71,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0268,Nijmegen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,260,0,0
3,2022-01-22 10:00:00,2022-01-22,GM0269,Oldebroek,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,43,0,1
3,2022-01-22 10:00:00,2022-01-22,GM0273,Putten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,63,0,0
