Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Hospital_admission,Deceased
2022-01-05 10:00:00,2022-01-05,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,391,1,1
2022-01-05 10:00:00,2022-01-05,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,292,0,0
2022-01-05 10:00:00,2022-01-05,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,30,0,0
2022-01-05 10:00:00,2022-01-05,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,24,0,0
2022-01-05 10:00:00,2022-01-05,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,22,0,0
2022-01-05 10:00:00,2022-01-05,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,18,0,0
2022-01-05 10:00:00,2022-01-05,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
2022-01-05 10:00:00,2022-01-05,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,11,0,0
2022-01-05 10:00:00,2022-01-05,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,29,0,0
2022-01-05 10:00:00,2022-01-05,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,140,0,0
2022-01-05 10:00:00,2022-01-05,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,11,0,0
