Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Hospital_admission,Deceased
2021-10-14 10:00:00,2021-03-25,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,66,1,1
2021-10-14 10:00:00,2021-03-25,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,90,1,0
2021-10-14 10:00:00,2021-03-25,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,7,0,0
2021-10-14 10:00:00,2021-03-25,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,11,0,0
2021-10-14 10:00:00,2021-03-25,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,8,0,0
2021-10-14 10:00:00,2021-03-25,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,6,0,0
2021-10-14 10:00:00,2021-03-25,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
2021-10-14 10:00:00,2021-03-25,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,2,0,0
2021-10-14 10:00:00,2021-03-25,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,23,0,0
2021-10-14 10:00:00,2021-03-25,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,43,0,0
2021-10-14 10:00:00,2021-03-25,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,17,0,0
2021-10-14 10:00:00,2021-03-25,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,11,1,0
2021-10-14 10:00:00,2021-03-25,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
2021-10-14 10:00:00,2021-03-25,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,22,0,0
2021-10-14 10:00:00,2021-03-25,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,2,0,0
2021-10-14 10:00:00,2021-03-25,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
2021-10-14 10:00:00,2021-03-25,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,19,0,0
2021-10-14 10:00:00,2021-03-25,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,23,0,0
2021-10-14 10:00:00,2021-03-25,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,16,0,0
2021-10-14 10:00:00,2021-03-25,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,77,2,0
2021-10-14 10:00:00,2021-03-25,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,19,0,0
2021-10-14 10:00:00,2021-03-25,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,12,0,0
2021-10-14 10:00:00,2021-03-25,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,18,0,0
2021-10-14 10:00:00,2021-03-25,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,4,0,0
