Version,Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Deceased,Hospital_admission
3,2022-02-07 10:00:00,2022-02-07,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,810,0,1
3,2022-02-07 10:00:00,2022-02-07,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,1305,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,103,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,65,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,181,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,125,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,6,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,49,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,175,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,443,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,50,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,82,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,128,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,4,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,2,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,65,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,46,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,30,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,89,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,60,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,19,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,441,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,201,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0148,Dalfsen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,116,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0150,Deventer,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,418,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0153,Enschede,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,1061,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0158,Haaksbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,162,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0160,Hardenberg,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,296,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0163,Hellendoorn,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,223,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0164,Hengelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,540,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0166,Kampen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,235,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0168,Losser,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,126,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0171,Noordoostpolder,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,384,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0173,Oldenzaal,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,232,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0175,Ommen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,63,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0177,Raalte,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,130,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0180,Staphorst,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,71,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0183,Tubbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,133,0,0
3,2022-02-07 10:00:00,2022-02-07,GM0184,Urk,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,208,0,1
3,2022-02-07 10:00:00,2022-02-07,GM0189,Wierden,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,180,0,0
