Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Hospital_admission,Deceased
2022-01-15 10:00:00,2022-01-15,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,363,0,0
2022-01-15 10:00:00,2022-01-15,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,632,1,0
2022-01-15 10:00:00,2022-01-15,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,74,0,0
2022-01-15 10:00:00,2022-01-15,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,53,0,0
2022-01-15 10:00:00,2022-01-15,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,35,0,0
2022-01-15 10:00:00,2022-01-15,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,38,1,0
2022-01-15 10:00:00,2022-01-15,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
2022-01-15 10:00:00,2022-01-15,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,6,0,0
2022-01-15 10:00:00,2022-01-15,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,46,0,0
2022-01-15 10:00:00,2022-01-15,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,164,1,0
2022-01-15 10:00:00,2022-01-15,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,18,0,0
2022-01-15 10:00:00,2022-01-15,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,22,0,0
2022-01-15 10:00:00,2022-01-15,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,1,0,0
2022-01-15 10:00:00,2022-01-15,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,55,0,0
2022-01-15 10:00:00,2022-01-15,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,19,0,0
2022-01-15 10:00:00,2022-01-15,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,4,0,0
2022-01-15 10:00:00,2022-01-15,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,23,0,0
2022-01-15 10:00:00,2022-01-15,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,89,0,0
2022-01-15 10:00:00,2022-01-15,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,37,0,0
