Version,Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Deceased,Hospital_admission
4,2022-03-13 10:00:00,2022-03-13,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,896,0,1
4,2022-03-13 10:00:00,2022-03-13,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,617,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,93,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,87,0,1
4,2022-03-13 10:00:00,2022-03-13,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,59,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,73,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,19,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,66,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,165,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,388,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,71,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,93,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,5,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,160,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,24,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,4,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,77,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,288,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,101,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,282,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,266,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,105,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,259,0,1
4,2022-03-13 10:00:00,2022-03-13,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,126,0,0
4,2022-03-13 10:00:00,2022-03-13,GM0148,Dalfsen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,121,0,0
