Date_of_report,Date_of_publication,Municipality_code,Municipality_name,Province,Security_region_code,Security_region_name,Municipal_health_service,ROAZ_region,Total_reported,Hospital_admission,Deceased
2021-11-15 10:00:00,2021-11-15,GM0014,Groningen,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,115,1,0
2021-11-15 10:00:00,2021-11-15,GM0034,Almere,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,273,0,0
2021-11-15 10:00:00,2021-11-15,GM0037,Stadskanaal,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,22,1,0
2021-11-15 10:00:00,2021-11-15,GM0047,Veendam,Groningen,VR01,Groningen,GGD Groningen,Acute Zorgnetwerk Noord Nederland,22,0,0
2021-11-15 10:00:00,2021-11-15,GM0050,Zeewolde,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,26,0,0
2021-11-15 10:00:00,2021-11-15,GM0059,Achtkarspelen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,20,0,0
2021-11-15 10:00:00,2021-11-15,GM0060,Ameland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,3,0,0
2021-11-15 10:00:00,2021-11-15,GM0072,Harlingen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,15,0,0
2021-11-15 10:00:00,2021-11-15,GM0074,Heerenveen,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,69,0,0
2021-11-15 10:00:00,2021-11-15,GM0080,Leeuwarden,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,70,0,0
2021-11-15 10:00:00,2021-11-15,GM0085,Ooststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,28,0,0
2021-11-15 10:00:00,2021-11-15,GM0086,Opsterland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,55,0,0
2021-11-15 10:00:00,2021-11-15,GM0088,Schiermonnikoog,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,0,0,0
2021-11-15 10:00:00,2021-11-15,GM0090,Smallingerland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,52,0,0
2021-11-15 10:00:00,2021-11-15,GM0093,Terschelling,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,4,0,0
2021-11-15 10:00:00,2021-11-15,GM0096,Vlieland,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,5,0,0
2021-11-15 10:00:00,2021-11-15,GM0098,Weststellingwerf,Frysl̢n,VR02,Frysl̢n,GGD Frysl̢n,Acute Zorgnetwerk Noord Nederland,28,0,0
2021-11-15 10:00:00,2021-11-15,GM0106,Assen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,62,0,0
2021-11-15 10:00:00,2021-11-15,GM0109,Coevorden,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,22,0,1
2021-11-15 10:00:00,2021-11-15,GM0114,Emmen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,85,0,0
2021-11-15 10:00:00,2021-11-15,GM0118,Hoogeveen,Drenthe,VR03,Drenthe,GGD Drenthe,Acute Zorgnetwerk Noord Nederland,47,1,0
2021-11-15 10:00:00,2021-11-15,GM0119,Meppel,Drenthe,VR03,Drenthe,GGD Drenthe,Netwerk Acute Zorg regio Zwolle,43,0,0
2021-11-15 10:00:00,2021-11-15,GM0141,Almelo,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,92,1,0
2021-11-15 10:00:00,2021-11-15,GM0147,Borne,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,18,0,0
2021-11-15 10:00:00,2021-11-15,GM0148,Dalfsen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,43,0,0
2021-11-15 10:00:00,2021-11-15,GM0150,Deventer,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,74,0,0
2021-11-15 10:00:00,2021-11-15,GM0153,Enschede,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,173,0,0
2021-11-15 10:00:00,2021-11-15,GM0158,Haaksbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,23,0,0
2021-11-15 10:00:00,2021-11-15,GM0160,Hardenberg,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,111,1,0
2021-11-15 10:00:00,2021-11-15,GM0163,Hellendoorn,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,49,0,0
2021-11-15 10:00:00,2021-11-15,GM0164,Hengelo (O.),Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,95,0,0
2021-11-15 10:00:00,2021-11-15,GM0166,Kampen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,66,0,0
2021-11-15 10:00:00,2021-11-15,GM0168,Losser,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,38,0,0
2021-11-15 10:00:00,2021-11-15,GM0171,Noordoostpolder,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,86,0,0
2021-11-15 10:00:00,2021-11-15,GM0173,Oldenzaal,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,42,0,0
2021-11-15 10:00:00,2021-11-15,GM0175,Ommen,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,26,0,0
2021-11-15 10:00:00,2021-11-15,GM0177,Raalte,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,32,0,0
2021-11-15 10:00:00,2021-11-15,GM0180,Staphorst,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,19,0,0
2021-11-15 10:00:00,2021-11-15,GM0183,Tubbergen,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,18,0,0
2021-11-15 10:00:00,2021-11-15,GM0184,Urk,Flevoland,VR25,Flevoland,GGD Flevoland,SpoedZorgNet,80,0,0
2021-11-15 10:00:00,2021-11-15,GM0189,Wierden,Overijssel,VR05,Twente,GGD Twente,Acute Zorg Euregio,32,0,0
2021-11-15 10:00:00,2021-11-15,GM0193,Zwolle,Overijssel,VR04,IJsselland,GGD IJsselland,Netwerk Acute Zorg regio Zwolle,149,0,0
2021-11-15 10:00:00,2021-11-15,GM0197,Aalten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorg Euregio,11,0,0
2021-11-15 10:00:00,2021-11-15,GM0200,Apeldoorn,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,77,0,0
2021-11-15 10:00:00,2021-11-15,GM0202,Arnhem,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,120,0,0
2021-11-15 10:00:00,2021-11-15,GM0203,Barneveld,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,103,1,0
2021-11-15 10:00:00,2021-11-15,GM0209,Beuningen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,47,0,0
2021-11-15 10:00:00,2021-11-15,GM0213,Brummen,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,20,0,0
2021-11-15 10:00:00,2021-11-15,GM0214,Buren,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,43,0,0
2021-11-15 10:00:00,2021-11-15,GM0216,Culemborg,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,42,0,0
2021-11-15 10:00:00,2021-11-15,GM0221,Doesburg,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,2,0,0
2021-11-15 10:00:00,2021-11-15,GM0222,Doetinchem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Acute Zorgregio Oost,56,1,0
2021-11-15 10:00:00,2021-11-15,GM0225,Druten,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,28,0,0
2021-11-15 10:00:00,2021-11-15,GM0226,Duiven,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,21,0,0
2021-11-15 10:00:00,2021-11-15,GM0228,Ede,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,182,0,0
2021-11-15 10:00:00,2021-11-15,GM0230,Elburg,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,24,1,0
2021-11-15 10:00:00,2021-11-15,GM0232,Epe,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,17,0,0
2021-11-15 10:00:00,2021-11-15,GM0233,Ermelo,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,12,0,0
2021-11-15 10:00:00,2021-11-15,GM0243,Harderwijk,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,40,0,0
2021-11-15 10:00:00,2021-11-15,GM0244,Hattem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,9,0,0
2021-11-15 10:00:00,2021-11-15,GM0246,Heerde,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,15,0,0
2021-11-15 10:00:00,2021-11-15,GM0252,Heumen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,29,0,0
2021-11-15 10:00:00,2021-11-15,GM0262,Lochem,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,16,0,0
2021-11-15 10:00:00,2021-11-15,GM0263,Maasdriel,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,38,0,0
2021-11-15 10:00:00,2021-11-15,GM0267,Nijkerk,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Traumazorgnetwerk Midden-Nederland,29,0,0
2021-11-15 10:00:00,2021-11-15,GM0268,Nijmegen,Gelderland,VR08,Gelderland-Zuid,GGD Gelderland-Zuid,Acute Zorgregio Oost,296,0,0
2021-11-15 10:00:00,2021-11-15,GM0269,Oldebroek,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,32,2,1
2021-11-15 10:00:00,2021-11-15,GM0273,Putten,Gelderland,VR06,Noord- en Oost-Gelderland,GGD Noord- en Oost-Gelderland,Netwerk Acute Zorg regio Zwolle,17,0,0
2021-11-15 10:00:00,2021-11-15,GM0274,Renkum,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,16,1,0
2021-11-15 10:00:00,2021-11-15,GM0275,Rheden,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,30,0,0
2021-11-15 10:00:00,2021-11-15,GM0277,Rozendaal,Gelderland,VR07,Gelderland-Midden,Veiligheids- en Gezondheidsregio Gelderland-Midden,Acute Zorgregio Oost,0,0,0
