Gemnr,Gemeente,Bev_2020,van_datum,tot_datum,Totaal_Absoluut,Totaal_inc100000,Zkh_Absoluut,Zkh_inc100000,Overleden_Absoluut,Overleden_inc100000
518,'s-Gravenhage (gemeente),545838,12-8-2020,25-8-2020,504,92.3,9,1.6,6,1.1
796,'s-Hertogenbosch,155111,12-8-2020,25-8-2020,78,50.3,0,0.0,0,0.0
1680,Aa en Hunze,25445,12-8-2020,25-8-2020,1,3.9,0,0.0,0,0.0
358,Aalsmeer,31859,12-8-2020,25-8-2020,9,28.2,0,0.0,0,0.0
197,Aalten,27121,12-8-2020,25-8-2020,10,36.9,0,0.0,0,0.0
59,Achtkarspelen,27843,12-8-2020,25-8-2020,2,7.2,0,0.0,0,0.0
482,Alblasserdam,20165,12-8-2020,25-8-2020,2,9.9,0,0.0,0,0.0
613,Albrandswaard,25590,12-8-2020,25-8-2020,10,39.1,0,0.0,0,0.0
361,Alkmaar,109436,12-8-2020,25-8-2020,22,20.1,0,0.0,0,0.0
141,Almelo,73107,12-8-2020,25-8-2020,6,8.2,0,0.0,0,0.0
34,Almere,211893,12-8-2020,25-8-2020,119,56.2,0,0.0,0,0.0
484,Alphen aan den Rijn,111897,12-8-2020,25-8-2020,35,31.3,1,0.9,0,0.0
1723,Alphen-Chaam,10203,12-8-2020,25-8-2020,2,19.6,0,0.0,0,0.0
1959,Altena,55967,12-8-2020,25-8-2020,15,26.8,0,0.0,0,0.0
60,Ameland,3716,12-8-2020,25-8-2020,0,0.0,0,0.0,0,0.0
307,Amersfoort,157276,12-8-2020,25-8-2020,43,27.3,2,1.3,0,0.0
362,Amstelveen,91675,12-8-2020,25-8-2020,59,64.4,0,0.0,0,0.0
363,Amsterdam,872757,12-8-2020,25-8-2020,1258,144.1,10,1.1,4,0.5
200,Apeldoorn,163818,12-8-2020,25-8-2020,15,9.2,0,0.0,0,0.0
3,Appingedam,11642,12-8-2020,25-8-2020,0,0.0,0,0.0,0,0.0
202,Arnhem,161348,12-8-2020,25-8-2020,53,32.8,0,0.0,0,0.0
106,Assen,68599,12-8-2020,25-8-2020,6,8.7,0,0.0,0,0.0
743,Asten,16721,12-8-2020,25-8-2020,1,6.0,0,0.0,0,0.0
744,Baarle-Nassau,6859,12-8-2020,25-8-2020,2,29.2,0,0.0,0,0.0
308,Baarn,24868,12-8-2020,25-8-2020,2,8.0,0,0.0,0,0.0
489,Barendrecht,48714,12-8-2020,25-8-2020,24,49.3,0,0.0,0,0.0
203,Barneveld,59082,12-8-2020,25-8-2020,14,23.7,0,0.0,0,0.0
888,Beek (L.),15865,12-8-2020,25-8-2020,0,0.0,0,0.0,0,0.0
1954,Beekdaelen,35938,12-8-2020,25-8-2020,3,8.3,0,0.0,0,0.0
370,Beemster,10022,12-8-2020,25-8-2020,0,0.0,0,0.0,0,0.0
889,Beesel,13482,12-8-2020,25-8-2020,4,29.7,0,0.0,0,0.0
1945,Berg en Dal,34992,12-8-2020,25-8-2020,2,5.7,0,0.0,0,0.0
1724,Bergeijk,18635,12-8-2020,25-8-2020,4,21.5,0,0.0,0,0.0
893,Bergen (L.),13085,12-8-2020,25-8-2020,1,7.6,0,0.0,0,0.0
373,Bergen (NH.),29839,12-8-2020,25-8-2020,4,13.4,0,0.0,0,0.0
748,Bergen op Zoom,67496,12-8-2020,25-8-2020,42,62.2,0,0.0,0,0.0
