Datum,IntensiveCare
2020-02-27,6
2020-02-28,7
2020-02-29,6
2020-03-01,7
2020-03-02,6
2020-03-03,7
2020-03-04,9
2020-03-05,10
2020-03-06,13
2020-03-07,13
2020-03-08,17
2020-03-09,20
2020-03-10,21
2020-03-11,22
2020-03-12,28
2020-03-13,31
2020-03-14,39
2020-03-15,47
2020-03-16,53
2020-03-17,56
2020-03-18,60
2020-03-19,68
2020-03-20,70
2020-03-21,70
2020-03-22,70
2020-03-23,71
2020-03-24,73
2020-03-25,74
2020-03-26,74
2020-03-27,74
2020-03-28,74
2020-03-29,74
2020-03-30,74
2020-03-31,74
2020-04-01,75
2020-04-02,75
2020-04-03,75
2020-04-04,74
2020-04-05,75
2020-04-06,75
2020-04-07,76
2020-04-08,76
2020-04-09,76
2020-04-10,75
2020-04-11,75
2020-04-12,75
2020-04-13,75
2020-04-14,76
2020-04-15,76
2020-04-16,76
2020-04-17,77
2020-04-18,76
2020-04-19,76
2020-04-20,76
2020-04-21,76
2020-04-22,77
2020-04-23,77
2020-04-24,76
2020-04-25,76
2020-04-26,76
2020-04-27,76
2020-04-28,76
2020-04-29,76
2020-04-30,76
2020-05-01,76
2020-05-02,76
2020-05-03,76
2020-05-04,76
2020-05-05,76
2020-05-06,73
2020-05-07,72
2020-05-08,72
2020-05-09,72
2020-05-10,72
2020-05-11,73
2020-05-12,71
2020-05-13,71
2020-05-14,71
2020-05-15,71
2020-05-16,70
2020-05-17,70
2020-05-18,70
2020-05-19,67
2020-05-20,66
2020-05-21,66
2020-05-22,66
2020-05-23,63
2020-05-24,63
2020-05-25,62
2020-05-26,63
2020-05-27,59
2020-05-28,58
2020-05-29,57
2020-05-30,55
2020-05-31,55
2020-06-01,54
2020-06-02,54
2020-06-03,51
2020-06-04,53
2020-06-05,52
2020-06-06,52
2020-06-07,51
2020-06-08,50
2020-06-09,49
2020-06-10,49
2020-06-11,49
2020-06-12,48
2020-06-13,46
2020-06-14,45
2020-06-15,45
2020-06-16,44
2020-06-17,42
2020-06-18,41
2020-06-19,38
2020-06-20,38
2020-06-21,36
2020-06-22,38
2020-06-23,35
2020-06-24,35
2020-06-25,33
2020-06-26,30
2020-06-27,28
2020-06-28,27
2020-06-29,27
2020-06-30,26
2020-07-01,23
2020-07-02,26
2020-07-03,25
2020-07-04,25
2020-07-05,23
2020-07-06,23
2020-07-07,21
2020-07-08,21
2020-07-09,20
2020-07-10,20
2020-07-11,18
2020-07-12,18
2020-07-13,19
2020-07-14,19
2020-07-15,18
2020-07-16,18
2020-07-17,17
2020-07-18,16
2020-07-19,16
2020-07-20,17
2020-07-21,18
2020-07-22,18
2020-07-23,17
2020-07-24,17
2020-07-25,15
2020-07-26,15
2020-07-27,18
2020-07-28,17
2020-07-29,16
2020-07-30,17
2020-07-31,19
2020-08-01,19
2020-08-02,20
2020-08-03,21
2020-08-04,23
2020-08-05,22
2020-08-06,23
2020-08-07,22
2020-08-08,23
2020-08-09,27
2020-08-10,28
2020-08-11,28
2020-08-12,27
2020-08-13,27
2020-08-14,29
2020-08-15,28
2020-08-16,29
2020-08-17,32
2020-08-18,32
2020-08-19,30
2020-08-20,33
2020-08-21,33
2020-08-22,31
2020-08-23,34
2020-08-24,35
2020-08-25,30
2020-08-26,30
2020-08-27,30
2020-08-28,31
2020-08-29,30
2020-08-30,32
2020-08-31,31
2020-09-01,31
2020-09-02,30
2020-09-03,27
2020-09-04,29
2020-09-05,29
2020-09-06,31
2020-09-07,30
2020-09-08,28
2020-09-09,28
2020-09-10,29
2020-09-11,31
2020-09-12,32
2020-09-13,33
2020-09-14,35
2020-09-15,36
2020-09-16,37
2020-09-17,38
2020-09-18,39
2020-09-19,43
2020-09-20,45
2020-09-21,46
2020-09-22,49
2020-09-23,51
2020-09-24,55
2020-09-25,56
2020-09-26,58
2020-09-27,58
2020-09-28,60
2020-09-29,61
2020-09-30,60
2020-10-01,62
2020-10-02,62
2020-10-03,66
2020-10-04,66
2020-10-05,65
2020-10-06,67
2020-10-07,67
2020-10-08,67
2020-10-09,67
