Datum,IntensiveCare
2020-02-27,3
2020-02-28,4
2020-02-29,3
2020-03-01,4
2020-03-02,4
2020-03-03,5
2020-03-04,7
2020-03-05,7
2020-03-06,10
2020-03-07,11
2020-03-08,15
2020-03-09,17
2020-03-10,18
2020-03-11,21
2020-03-12,29
2020-03-13,32
2020-03-14,40
2020-03-15,47
2020-03-16,53
2020-03-17,56
2020-03-18,60
2020-03-19,69
2020-03-20,70
2020-03-21,70
2020-03-22,70
2020-03-23,72
2020-03-24,73
2020-03-25,74
2020-03-26,74
2020-03-27,74
2020-03-28,74
2020-03-29,74
2020-03-30,74
2020-03-31,74
2020-04-01,75
2020-04-02,75
2020-04-03,75
2020-04-04,74
2020-04-05,75
2020-04-06,74
2020-04-07,75
2020-04-08,75
2020-04-09,75
2020-04-10,74
2020-04-11,74
2020-04-12,74
2020-04-13,75
2020-04-14,75
2020-04-15,75
2020-04-16,75
2020-04-17,76
2020-04-18,75
2020-04-19,75
2020-04-20,75
2020-04-21,75
2020-04-22,76
2020-04-23,76
2020-04-24,75
2020-04-25,75
2020-04-26,75
2020-04-27,75
2020-04-28,75
2020-04-29,75
2020-04-30,75
2020-05-01,75
2020-05-02,75
2020-05-03,75
2020-05-04,75
2020-05-05,75
2020-05-06,72
2020-05-07,71
2020-05-08,71
2020-05-09,71
2020-05-10,71
2020-05-11,72
2020-05-12,70
2020-05-13,70
2020-05-14,70
2020-05-15,70
2020-05-16,69
2020-05-17,69
2020-05-18,69
2020-05-19,66
2020-05-20,65
2020-05-21,65
2020-05-22,66
2020-05-23,63
2020-05-24,64
2020-05-25,64
2020-05-26,64
2020-05-27,60
2020-05-28,59
2020-05-29,58
2020-05-30,57
2020-05-31,57
2020-06-01,57
2020-06-02,57
2020-06-03,54
