Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,19
2020-03-23,22
2020-03-24,26
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,62
2020-03-30,71
2020-03-31,89
2020-04-01,107
2020-04-02,121
2020-04-03,142
2020-04-04,156
2020-04-05,165
2020-04-06,189
2020-04-07,211
2020-04-08,236
2020-04-09,264
2020-04-10,293
2020-04-11,313
2020-04-12,331
2020-04-13,346
2020-04-14,397
2020-04-15,453
2020-04-16,503
2020-04-17,550
2020-04-18,573
2020-04-19,579
2020-04-20,635
2020-04-21,687
2020-04-22,733
2020-04-23,780
2020-04-24,842
2020-04-25,859
2020-04-26,868
2020-04-27,877
2020-04-28,927
2020-04-29,963
2020-04-30,1006
2020-05-01,1047
2020-05-02,1062
2020-05-03,1069
2020-05-04,1112
2020-05-05,1126
2020-05-06,1164
2020-05-07,1203
2020-05-08,1239
2020-05-09,1248
2020-05-10,1251
2020-05-11,1289
2020-05-12,1332
2020-05-13,1367
2020-05-14,1394
2020-05-15,1427
2020-05-16,1436
2020-05-17,1440
2020-05-18,1472
2020-05-19,1504
2020-05-20,1534
2020-05-21,1540
2020-05-22,1573
2020-05-23,1576
2020-05-24,1576
2020-05-25,1599
2020-05-26,1620
2020-05-27,1643
2020-05-28,1674
2020-05-29,1695
2020-05-30,1702
2020-05-31,1702
2020-06-01,1702
2020-06-02,1727
2020-06-03,1748
2020-06-04,1768
2020-06-05,1778
2020-06-06,1780
2020-06-07,1782
2020-06-08,1798
2020-06-09,1810
2020-06-10,1821
2020-06-11,1833
2020-06-12,1843
2020-06-13,1843
2020-06-14,1845
2020-06-15,1863
2020-06-16,1868
2020-06-17,1874
2020-06-18,1881
2020-06-19,1889
2020-06-20,1890
2020-06-21,1890
2020-06-22,1895
2020-06-23,1901
2020-06-24,1907
2020-06-25,1913
2020-06-26,1917
2020-06-27,1917
2020-06-28,1917
2020-06-29,1921
2020-06-30,1928
2020-07-01,1932
2020-07-02,1936
2020-07-03,1944
2020-07-04,1944
2020-07-05,1945
2020-07-06,1950
2020-07-07,1953
2020-07-08,1958
2020-07-09,1962
2020-07-10,1962
2020-07-11,1962
2020-07-12,1964
2020-07-13,1965
2020-07-14,1966
2020-07-15,1969
2020-07-16,1973
2020-07-17,1973
2020-07-18,1973
2020-07-19,1973
2020-07-20,1978
2020-07-21,1980
2020-07-22,1983
2020-07-23,1985
2020-07-24,1989
2020-07-25,1990
2020-07-26,1990
2020-07-27,1991
2020-07-28,1992
2020-07-29,1993
2020-07-30,1995
2020-07-31,1995
2020-08-01,1996
2020-08-02,1996
2020-08-03,1996
2020-08-04,1997
2020-08-05,2000
2020-08-06,2001
2020-08-07,2002
2020-08-08,2002
2020-08-09,2003
2020-08-10,2004
2020-08-11,2005
2020-08-12,2006
2020-08-13,2006
2020-08-14,2007
2020-08-15,2007
2020-08-16,2008
2020-08-17,2011
2020-08-18,2015
2020-08-19,2020
2020-08-20,2023
2020-08-21,2026
2020-08-22,2026
2020-08-23,2027
2020-08-24,2028
2020-08-25,2029
2020-08-26,2034
2020-08-27,2037
2020-08-28,2042
2020-08-29,2043
2020-08-30,2043
2020-08-31,2046
2020-09-01,2049
2020-09-02,2051
2020-09-03,2054
2020-09-04,2055
2020-09-05,2056
2020-09-06,2056
2020-09-07,2056
2020-09-08,2056
2020-09-09,2058
2020-09-10,2060
2020-09-11,2061
2020-09-12,2062
2020-09-13,2062
2020-09-14,2065
2020-09-15,2069
2020-09-16,2070
2020-09-17,2075
2020-09-18,2077
2020-09-19,2079
2020-09-20,2079
2020-09-21,2081
2020-09-22,2083
2020-09-23,2088
2020-09-24,2090
2020-09-25,2094
2020-09-26,2095
2020-09-27,2095
2020-09-28,2098
2020-09-29,2101
2020-09-30,2103
2020-10-01,2110
2020-10-02,2113
2020-10-03,2117
2020-10-04,2121
2020-10-05,2125
2020-10-06,2138
2020-10-07,2148
2020-10-08,2155
2020-10-09,2165
2020-10-10,2175
2020-10-11,2180
2020-10-12,2191
2020-10-13,2203
2020-10-14,2210
2020-10-15,2217
2020-10-16,2236
2020-10-17,2242
2020-10-18,2247
2020-10-19,2255
2020-10-20,2269
2020-10-21,2280
2020-10-22,2298
2020-10-23,2314
2020-10-24,2323
2020-10-25,2331
2020-10-26,2340
