Datum,OverledenCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,4
2020-03-12,5
2020-03-13,5
2020-03-14,6
2020-03-15,10
2020-03-16,15
2020-03-17,17
2020-03-18,22
2020-03-19,29
2020-03-20,34
2020-03-21,46
2020-03-22,52
2020-03-23,69
2020-03-24,76
2020-03-25,88
2020-03-26,110
2020-03-27,124
2020-03-28,141
2020-03-29,167
2020-03-30,186
2020-03-31,218
2020-04-01,238
2020-04-02,261
2020-04-03,294
2020-04-04,313
2020-04-05,335
2020-04-06,354
2020-04-07,387
2020-04-08,403
2020-04-09,414
2020-04-10,443
2020-04-11,458
2020-04-12,471
2020-04-13,493
2020-04-14,503
2020-04-15,521
2020-04-16,539
2020-04-17,558
2020-04-18,572
2020-04-19,588
2020-04-20,607
2020-04-21,628
2020-04-22,645
2020-04-23,659
2020-04-24,671
2020-04-25,681
2020-04-26,694
2020-04-27,706
2020-04-28,710
2020-04-29,716
2020-04-30,727
2020-05-01,730
2020-05-02,740
2020-05-03,745
2020-05-04,751
2020-05-05,757
2020-05-06,762
2020-05-07,770
2020-05-08,775
2020-05-09,781
2020-05-10,783
2020-05-11,790
2020-05-12,792
2020-05-13,796
2020-05-14,799
2020-05-15,805
2020-05-16,806
2020-05-17,806
2020-05-18,807
2020-05-19,809
2020-05-20,814
2020-05-21,818
2020-05-22,821
2020-05-23,821
2020-05-24,823
2020-05-25,824
2020-05-26,826
2020-05-27,827
2020-05-28,829
2020-05-29,832
2020-05-30,832
2020-05-31,832
2020-06-01,834
2020-06-02,834
2020-06-03,839
2020-06-04,841
2020-06-05,841
2020-06-06,843
2020-06-07,843
2020-06-08,843
2020-06-09,843
2020-06-10,844
2020-06-11,845
2020-06-12,846
2020-06-13,847
2020-06-14,849
2020-06-15,850
2020-06-16,852
2020-06-17,853
2020-06-18,854
2020-06-19,855
2020-06-20,856
2020-06-21,857
2020-06-22,858
2020-06-23,859
2020-06-24,860
2020-06-25,860
2020-06-26,861
2020-06-27,862
2020-06-28,862
2020-06-29,862
2020-06-30,862
2020-07-01,862
2020-07-02,863
2020-07-03,863
2020-07-04,863
2020-07-05,863
2020-07-06,864
2020-07-07,865
2020-07-08,865
2020-07-09,865
2020-07-10,865
2020-07-11,865
2020-07-12,866
2020-07-13,867
2020-07-14,868
2020-07-15,868
