Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,18
2020-03-23,21
2020-03-24,25
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,62
2020-03-30,71
2020-03-31,88
2020-04-01,106
2020-04-02,121
2020-04-03,142
2020-04-04,156
2020-04-05,165
2020-04-06,188
2020-04-07,211
2020-04-08,236
2020-04-09,263
2020-04-10,290
2020-04-11,311
2020-04-12,329
2020-04-13,344
2020-04-14,395
2020-04-15,449
2020-04-16,500
2020-04-17,548
2020-04-18,571
2020-04-19,577
2020-04-20,630
2020-04-21,683
2020-04-22,729
2020-04-23,776
2020-04-24,841
2020-04-25,857
2020-04-26,867
2020-04-27,876
2020-04-28,927
2020-04-29,964
2020-04-30,1006
2020-05-01,1045
2020-05-02,1060
2020-05-03,1067
2020-05-04,1110
2020-05-05,1125
2020-05-06,1162
2020-05-07,1202
2020-05-08,1240
2020-05-09,1248
2020-05-10,1251
2020-05-11,1292
2020-05-12,1334
2020-05-13,1369
2020-05-14,1396
2020-05-15,1431
2020-05-16,1440
2020-05-17,1444
2020-05-18,1477
2020-05-19,1509
2020-05-20,1539
2020-05-21,1544
2020-05-22,1577
2020-05-23,1580
2020-05-24,1580
2020-05-25,1603
2020-05-26,1624
2020-05-27,1647
2020-05-28,1678
2020-05-29,1699
2020-05-30,1706
2020-05-31,1706
2020-06-01,1706
2020-06-02,1730
2020-06-03,1751
2020-06-04,1771
2020-06-05,1782
2020-06-06,1784
2020-06-07,1786
2020-06-08,1803
2020-06-09,1816
2020-06-10,1828
2020-06-11,1840
2020-06-12,1850
2020-06-13,1850
2020-06-14,1852
2020-06-15,1870
2020-06-16,1875
2020-06-17,1882
2020-06-18,1889
2020-06-19,1897
2020-06-20,1898
2020-06-21,1898
2020-06-22,1902
2020-06-23,1909
2020-06-24,1915
2020-06-25,1921
2020-06-26,1925
2020-06-27,1925
2020-06-28,1925
2020-06-29,1930
2020-06-30,1937
2020-07-01,1942
2020-07-02,1946
2020-07-03,1956
2020-07-04,1956
2020-07-05,1957
2020-07-06,1962
2020-07-07,1964
2020-07-08,1969
2020-07-09,1973
2020-07-10,1973
2020-07-11,1973
2020-07-12,1975
2020-07-13,1976
2020-07-14,1977
2020-07-15,1979
2020-07-16,1984
2020-07-17,1984
2020-07-18,1984
2020-07-19,1984
2020-07-20,1989
2020-07-21,1991
2020-07-22,1995
2020-07-23,1997
2020-07-24,2001
2020-07-25,2002
2020-07-26,2002
2020-07-27,2004
2020-07-28,2005
2020-07-29,2006
2020-07-30,2008
2020-07-31,2008
2020-08-01,2009
2020-08-02,2009
2020-08-03,2009
2020-08-04,2010
2020-08-05,2013
2020-08-06,2014
2020-08-07,2015
2020-08-08,2015
2020-08-09,2016
2020-08-10,2017
2020-08-11,2018
2020-08-12,2019
2020-08-13,2019
2020-08-14,2020
2020-08-15,2020
2020-08-16,2021
2020-08-17,2024
2020-08-18,2028
2020-08-19,2034
2020-08-20,2037
2020-08-21,2040
2020-08-22,2040
2020-08-23,2041
2020-08-24,2042
2020-08-25,2043
2020-08-26,2049
2020-08-27,2053
2020-08-28,2058
2020-08-29,2059
2020-08-30,2059
2020-08-31,2062
2020-09-01,2064
2020-09-02,2066
2020-09-03,2069
2020-09-04,2070
2020-09-05,2070
2020-09-06,2070
2020-09-07,2071
2020-09-08,2071
2020-09-09,2073
2020-09-10,2075
2020-09-11,2077
2020-09-12,2078
2020-09-13,2078
2020-09-14,2081
2020-09-15,2085
2020-09-16,2086
2020-09-17,2091
2020-09-18,2093
2020-09-19,2095
2020-09-20,2095
2020-09-21,2098
2020-09-22,2101
2020-09-23,2106
2020-09-24,2108
2020-09-25,2112
2020-09-26,2113
2020-09-27,2113
2020-09-28,2117
2020-09-29,2120
2020-09-30,2123
2020-10-01,2131
2020-10-02,2134
2020-10-03,2138
2020-10-04,2142
2020-10-05,2146
2020-10-06,2159
2020-10-07,2168
2020-10-08,2175
2020-10-09,2184
2020-10-10,2194
2020-10-11,2198
2020-10-12,2209
2020-10-13,2222
2020-10-14,2229
2020-10-15,2238
2020-10-16,2259
2020-10-17,2265
2020-10-18,2270
2020-10-19,2281
2020-10-20,2298
2020-10-21,2311
2020-10-22,2332
2020-10-23,2350
2020-10-24,2361
2020-10-25,2371
2020-10-26,2389
2020-10-27,2416
2020-10-28,2438
2020-10-29,2458
2020-10-30,2481
2020-10-31,2490
2020-11-01,2498
2020-11-02,2524
2020-11-03,2551
2020-11-04,2580
2020-11-05,2612
2020-11-06,2639
2020-11-07,2648
2020-11-08,2659
2020-11-09,2693
2020-11-10,2722
2020-11-11,2751
2020-11-12,2778
2020-11-13,2817
2020-11-14,2824
2020-11-15,2832
2020-11-16,2858
2020-11-17,2890
2020-11-18,2916
2020-11-19,2944
2020-11-20,2972
2020-11-21,2978
2020-11-22,2985
2020-11-23,3014
2020-11-24,3043
2020-11-25,3070
2020-11-26,3091
2020-11-27,3122
2020-11-28,3130
2020-11-29,3134
2020-11-30,3159
2020-12-01,3180
2020-12-02,3202
2020-12-03,3219
2020-12-04,3250
2020-12-05,3254
2020-12-06,3260
2020-12-07,3283
2020-12-08,3311
2020-12-09,3339
2020-12-10,3360
2020-12-11,3381
2020-12-12,3389
2020-12-13,3391
2020-12-14,3420
2020-12-15,3440
2020-12-16,3467
2020-12-17,3492
2020-12-18,3516
2020-12-19,3520
2020-12-20,3528
2020-12-21,3559
2020-12-22,3588
2020-12-23,3612
2020-12-24,3646
2020-12-25,3652
2020-12-26,3658
2020-12-27,3664
2020-12-28,3689
2020-12-29,3712
2020-12-30,3741
2020-12-31,3763
2021-01-01,3777
2021-01-02,3785
2021-01-03,3796
2021-01-04,3821
2021-01-05,3859
2021-01-06,3901
2021-01-07,3937
2021-01-08,3976
2021-01-09,3987
2021-01-10,3997
2021-01-11,4031
2021-01-12,4075
2021-01-13,4109
2021-01-14,4145
2021-01-15,4176
2021-01-16,4183
2021-01-17,4190
2021-01-18,4225
2021-01-19,4262
2021-01-20,4294
2021-01-21,4326
2021-01-22,4365
2021-01-23,4379
2021-01-24,4383
2021-01-25,4421
2021-01-26,4450
2021-01-27,4477
2021-01-28,4504
2021-01-29,4532
2021-01-30,4544
2021-01-31,4548
2021-02-01,4581
2021-02-02,4610
2021-02-03,4655
2021-02-04,4694
2021-02-05,4732
2021-02-06,4741
2021-02-07,4746
2021-02-08,4783
2021-02-09,4824
2021-02-10,4860
2021-02-11,4890
2021-02-12,4919
2021-02-13,4928
2021-02-14,4932
2021-02-15,4965
2021-02-16,4996
2021-02-17,5022
2021-02-18,5045
2021-02-19,5080
2021-02-20,5086
2021-02-21,5091
2021-02-22,5116
2021-02-23,5136
2021-02-24,5169
2021-02-25,5192
2021-02-26,5212
2021-02-27,5224
2021-02-28,5228
2021-03-01,5259
2021-03-02,5304
2021-03-03,5332
2021-03-04,5354
2021-03-05,5378
2021-03-06,5378
