Datum,IntensiveCare
2020-02-27,3
2020-02-28,4
2020-02-29,3
2020-03-01,4
2020-03-02,4
2020-03-03,5
2020-03-04,7
2020-03-05,7
2020-03-06,10
2020-03-07,11
2020-03-08,15
2020-03-09,17
2020-03-10,18
2020-03-11,21
2020-03-12,28
2020-03-13,31
2020-03-14,40
2020-03-15,48
2020-03-16,54
2020-03-17,57
2020-03-18,61
2020-03-19,69
2020-03-20,70
2020-03-21,70
2020-03-22,70
2020-03-23,72
2020-03-24,73
2020-03-25,74
2020-03-26,74
2020-03-27,74
2020-03-28,74
2020-03-29,74
2020-03-30,74
2020-03-31,74
2020-04-01,75
2020-04-02,75
2020-04-03,75
2020-04-04,74
2020-04-05,75
2020-04-06,74
2020-04-07,75
2020-04-08,75
2020-04-09,75
2020-04-10,74
2020-04-11,74
2020-04-12,74
2020-04-13,75
2020-04-14,75
2020-04-15,75
2020-04-16,75
2020-04-17,76
2020-04-18,75
2020-04-19,75
2020-04-20,74
