Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,11
2020-03-19,11
2020-03-20,13
2020-03-21,15
2020-03-22,18
2020-03-23,20
2020-03-24,23
2020-03-25,27
2020-03-26,36
2020-03-27,42
2020-03-28,46
2020-03-29,57
2020-03-30,66
2020-03-31,82
2020-04-01,100
2020-04-02,114
2020-04-03,136
2020-04-04,149
2020-04-05,158
2020-04-06,180
2020-04-07,203
2020-04-08,227
2020-04-09,255
2020-04-10,283
2020-04-11,302
2020-04-12,318
2020-04-13,333
2020-04-14,383
2020-04-15,435
2020-04-16,483
2020-04-17,529
2020-04-18,551
2020-04-19,557
2020-04-20,613
2020-04-21,664
2020-04-22,707
2020-04-23,753
2020-04-24,813
2020-04-25,830
2020-04-26,838
2020-04-27,848
2020-04-28,896
2020-04-29,933
2020-04-30,976
2020-05-01,1017
2020-05-02,1031
2020-05-03,1038
2020-05-04,1080
2020-05-05,1092
2020-05-06,1128
2020-05-07,1165
2020-05-08,1199
2020-05-09,1208
2020-05-10,1211
2020-05-11,1248
2020-05-12,1290
2020-05-13,1322
2020-05-14,1350
2020-05-15,1385
2020-05-16,1395
2020-05-17,1399
2020-05-18,1431
2020-05-19,1463
2020-05-20,1493
2020-05-21,1499
2020-05-22,1532
2020-05-23,1535
2020-05-24,1535
2020-05-25,1559
2020-05-26,1578
2020-05-27,1602
2020-05-28,1633
2020-05-29,1652
2020-05-30,1659
2020-05-31,1659
2020-06-01,1659
2020-06-02,1684
2020-06-03,1704
2020-06-04,1723
2020-06-05,1734
2020-06-06,1736
2020-06-07,1738
2020-06-08,1754
2020-06-09,1764
2020-06-10,1777
2020-06-11,1789
2020-06-12,1797
2020-06-13,1797
2020-06-14,1799
2020-06-15,1817
2020-06-16,1823
2020-06-17,1829
2020-06-18,1836
2020-06-19,1845
2020-06-20,1845
2020-06-21,1845
2020-06-22,1850
2020-06-23,1856
2020-06-24,1863
2020-06-25,1869
2020-06-26,1873
2020-06-27,1873
2020-06-28,1873
2020-06-29,1876
2020-06-30,1883
2020-07-01,1886
2020-07-02,1890
2020-07-03,1898
2020-07-04,1898
2020-07-05,1899
2020-07-06,1904
2020-07-07,1907
2020-07-08,1910
2020-07-09,1913
2020-07-10,1913
2020-07-11,1913
2020-07-12,1915
2020-07-13,1916
2020-07-14,1917
2020-07-15,1921
2020-07-16,1925
2020-07-17,1925
2020-07-18,1925
2020-07-19,1925
2020-07-20,1930
2020-07-21,1932
2020-07-22,1935
2020-07-23,1937
2020-07-24,1940
2020-07-25,1941
2020-07-26,1941
2020-07-27,1943
2020-07-28,1945
2020-07-29,1946
2020-07-30,1949
2020-07-31,1949
2020-08-01,1950
2020-08-02,1950
2020-08-03,1950
2020-08-04,1951
2020-08-05,1954
2020-08-06,1955
2020-08-07,1956
2020-08-08,1956
2020-08-09,1957
2020-08-10,1958
2020-08-11,1959
2020-08-12,1960
2020-08-13,1961
2020-08-14,1962
2020-08-15,1962
2020-08-16,1963
2020-08-17,1967
2020-08-18,1970
2020-08-19,1975
2020-08-20,1978
2020-08-21,1982
2020-08-22,1982
2020-08-23,1983
2020-08-24,1985
2020-08-25,1986
2020-08-26,1992
2020-08-27,1995
2020-08-28,2001
2020-08-29,2002
2020-08-30,2002
2020-08-31,2005
2020-09-01,2007
2020-09-02,2009
2020-09-03,2012
2020-09-04,2013
2020-09-05,2015
2020-09-06,2016
2020-09-07,2016
2020-09-08,2019
2020-09-09,2022
2020-09-10,2024
2020-09-11,2025
2020-09-12,2025
