Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,19
2020-03-23,22
2020-03-24,25
2020-03-25,29
2020-03-26,39
2020-03-27,45
2020-03-28,49
2020-03-29,60
2020-03-30,69
2020-03-31,87
2020-04-01,105
2020-04-02,119
2020-04-03,140
2020-04-04,153
2020-04-05,162
2020-04-06,186
2020-04-07,209
2020-04-08,234
2020-04-09,262
2020-04-10,291
2020-04-11,311
2020-04-12,329
2020-04-13,344
2020-04-14,395
2020-04-15,451
2020-04-16,501
2020-04-17,548
2020-04-18,572
2020-04-19,578
2020-04-20,634
2020-04-21,685
2020-04-22,731
2020-04-23,777
2020-04-24,840
2020-04-25,857
2020-04-26,866
2020-04-27,875
2020-04-28,925
2020-04-29,961
2020-04-30,1004
2020-05-01,1045
2020-05-02,1060
2020-05-03,1067
2020-05-04,1110
2020-05-05,1124
2020-05-06,1162
2020-05-07,1201
2020-05-08,1237
2020-05-09,1246
2020-05-10,1249
2020-05-11,1287
2020-05-12,1330
2020-05-13,1365
2020-05-14,1392
2020-05-15,1425
2020-05-16,1434
2020-05-17,1438
2020-05-18,1471
2020-05-19,1503
2020-05-20,1534
2020-05-21,1540
2020-05-22,1572
2020-05-23,1575
2020-05-24,1575
2020-05-25,1598
2020-05-26,1619
2020-05-27,1642
2020-05-28,1673
2020-05-29,1694
2020-05-30,1701
2020-05-31,1701
2020-06-01,1701
2020-06-02,1725
2020-06-03,1746
2020-06-04,1766
2020-06-05,1776
2020-06-06,1778
2020-06-07,1780
2020-06-08,1796
2020-06-09,1808
2020-06-10,1819
2020-06-11,1831
2020-06-12,1841
2020-06-13,1841
2020-06-14,1843
2020-06-15,1861
2020-06-16,1866
2020-06-17,1872
2020-06-18,1879
2020-06-19,1887
2020-06-20,1888
2020-06-21,1888
2020-06-22,1893
2020-06-23,1899
2020-06-24,1905
2020-06-25,1910
2020-06-26,1914
2020-06-27,1914
2020-06-28,1914
2020-06-29,1918
2020-06-30,1925
2020-07-01,1928
2020-07-02,1932
2020-07-03,1940
2020-07-04,1940
2020-07-05,1941
2020-07-06,1946
2020-07-07,1949
2020-07-08,1954
2020-07-09,1957
2020-07-10,1957
2020-07-11,1957
2020-07-12,1959
2020-07-13,1960
2020-07-14,1961
2020-07-15,1964
2020-07-16,1968
2020-07-17,1968
2020-07-18,1968
2020-07-19,1968
2020-07-20,1973
2020-07-21,1975
2020-07-22,1978
2020-07-23,1979
2020-07-24,1983
2020-07-25,1984
2020-07-26,1984
2020-07-27,1985
2020-07-28,1986
2020-07-29,1987
2020-07-30,1989
2020-07-31,1989
2020-08-01,1990
2020-08-02,1990
2020-08-03,1990
2020-08-04,1991
2020-08-05,1994
2020-08-06,1995
2020-08-07,1996
2020-08-08,1996
2020-08-09,1997
2020-08-10,1998
2020-08-11,1999
2020-08-12,2000
2020-08-13,2000
2020-08-14,2001
2020-08-15,2001
2020-08-16,2002
2020-08-17,2005
2020-08-18,2008
2020-08-19,2013
2020-08-20,2016
2020-08-21,2019
2020-08-22,2019
2020-08-23,2020
2020-08-24,2021
2020-08-25,2022
2020-08-26,2027
2020-08-27,2030
2020-08-28,2035
2020-08-29,2036
2020-08-30,2036
2020-08-31,2039
2020-09-01,2042
2020-09-02,2044
2020-09-03,2047
2020-09-04,2048
2020-09-05,2050
2020-09-06,2050
2020-09-07,2050
2020-09-08,2050
2020-09-09,2052
2020-09-10,2054
2020-09-11,2055
2020-09-12,2056
2020-09-13,2056
2020-09-14,2059
2020-09-15,2062
2020-09-16,2064
2020-09-17,2069
2020-09-18,2071
2020-09-19,2072
2020-09-20,2072
2020-09-21,2073
