Datum,OverledenCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,4
2020-03-12,5
2020-03-13,5
2020-03-14,5
2020-03-15,7
2020-03-16,12
2020-03-17,14
2020-03-18,17
2020-03-19,25
2020-03-20,29
2020-03-21,41
2020-03-22,47
2020-03-23,64
2020-03-24,74
2020-03-25,87
2020-03-26,105
2020-03-27,120
2020-03-28,138
2020-03-29,163
2020-03-30,183
2020-03-31,218
2020-04-01,243
2020-04-02,264
2020-04-03,296
2020-04-04,315
2020-04-05,338
2020-04-06,358
2020-04-07,386
2020-04-08,403
2020-04-09,415
2020-04-10,443
2020-04-11,458
2020-04-12,473
2020-04-13,494
2020-04-14,505
2020-04-15,521
2020-04-16,539
2020-04-17,557
2020-04-18,568
2020-04-19,587
2020-04-20,606
2020-04-21,627
2020-04-22,643
2020-04-23,655
2020-04-24,664
2020-04-25,680
2020-04-26,689
2020-04-27,700
2020-04-28,706
2020-04-29,712
2020-04-30,725
2020-05-01,727
2020-05-02,736
2020-05-03,741
2020-05-04,747
2020-05-05,752
2020-05-06,758
2020-05-07,766
2020-05-08,770
2020-05-09,775
2020-05-10,776
2020-05-11,783
2020-05-12,786
2020-05-13,791
2020-05-14,795
2020-05-15,802
2020-05-16,804
2020-05-17,805
2020-05-18,805
2020-05-19,807
2020-05-20,813
2020-05-21,817
2020-05-22,820
2020-05-23,821
2020-05-24,822
2020-05-25,823
2020-05-26,827
2020-05-27,828
2020-05-28,830
2020-05-29,833
2020-05-30,833
2020-05-31,833
2020-06-01,836
2020-06-02,836
2020-06-03,841
2020-06-04,844
2020-06-05,844
2020-06-06,845
2020-06-07,845
2020-06-08,845
2020-06-09,846
2020-06-10,847
2020-06-11,847
2020-06-12,848
2020-06-13,849
2020-06-14,851
2020-06-15,852
2020-06-16,855
2020-06-17,857
2020-06-18,858
2020-06-19,859
2020-06-20,860
2020-06-21,861
2020-06-22,862
2020-06-23,863
2020-06-24,864
2020-06-25,864
2020-06-26,865
2020-06-27,866
2020-06-28,866
2020-06-29,866
2020-06-30,866
2020-07-01,866
2020-07-02,867
2020-07-03,867
2020-07-04,867
2020-07-05,867
2020-07-06,868
2020-07-07,869
2020-07-08,869
2020-07-09,869
2020-07-10,869
2020-07-11,869
2020-07-12,870
2020-07-13,871
2020-07-14,871
2020-07-15,871
2020-07-16,871
2020-07-17,871
2020-07-18,871
2020-07-19,871
2020-07-20,872
2020-07-21,872
2020-07-22,873
2020-07-23,873
2020-07-24,873
2020-07-25,873
2020-07-26,873
2020-07-27,873
2020-07-28,873
2020-07-29,874
2020-07-30,874
2020-07-31,876
2020-08-01,876
2020-08-02,876
2020-08-03,876
2020-08-04,877
2020-08-05,877
2020-08-06,878
2020-08-07,878
2020-08-08,878
2020-08-09,880
2020-08-10,880
2020-08-11,881
2020-08-12,881
2020-08-13,881
2020-08-14,881
2020-08-15,882
2020-08-16,882
2020-08-17,884
2020-08-18,884
2020-08-19,884
2020-08-20,885
2020-08-21,886
2020-08-22,886
2020-08-23,886
2020-08-24,887
2020-08-25,887
2020-08-26,887
2020-08-27,887
2020-08-28,888
2020-08-29,888
2020-08-30,889
2020-08-31,891
2020-09-01,892
2020-09-02,892
2020-09-03,892
2020-09-04,893
2020-09-05,893
2020-09-06,893
2020-09-07,893
2020-09-08,894
2020-09-09,895
2020-09-10,896
2020-09-11,896
2020-09-12,896
2020-09-13,896
2020-09-14,897
2020-09-15,898
2020-09-16,899
2020-09-17,899
2020-09-18,899
2020-09-19,900
2020-09-20,901
2020-09-21,904
2020-09-22,904
2020-09-23,905
2020-09-24,906
2020-09-25,908
2020-09-26,909
2020-09-27,911
2020-09-28,913
2020-09-29,915
2020-09-30,918
2020-10-01,922
2020-10-02,922
2020-10-03,924
2020-10-04,929
2020-10-05,932
2020-10-06,934
2020-10-07,938
2020-10-08,941
2020-10-09,952
2020-10-10,955
2020-10-11,962
2020-10-12,966
2020-10-13,969
2020-10-14,975
2020-10-15,977
2020-10-16,989
2020-10-17,995
2020-10-18,1000
2020-10-19,1005
2020-10-20,1013
2020-10-21,1023
2020-10-22,1031
2020-10-23,1049
2020-10-24,1057
2020-10-25,1073
2020-10-26,1079
2020-10-27,1091
2020-10-28,1097
2020-10-29,1106
2020-10-30,1118
2020-10-31,1135
2020-11-01,1146
2020-11-02,1155
2020-11-03,1166
2020-11-04,1179
2020-11-05,1195
2020-11-06,1210
2020-11-07,1223
2020-11-08,1234
2020-11-09,1247
2020-11-10,1262
2020-11-11,1273
2020-11-12,1285
2020-11-13,1300
2020-11-14,1311
2020-11-15,1329
2020-11-16,1345
2020-11-17,1362
2020-11-18,1374
2020-11-19,1387
2020-11-20,1401
2020-11-21,1414
2020-11-22,1428
2020-11-23,1444
2020-11-24,1458
2020-11-25,1472
2020-11-26,1486
2020-11-27,1494
2020-11-28,1508
2020-11-29,1518
2020-11-30,1530
2020-12-01,1541
2020-12-02,1553
2020-12-03,1561
2020-12-04,1572
2020-12-05,1582
2020-12-06,1592
2020-12-07,1600
2020-12-08,1613
2020-12-09,1624
2020-12-10,1633
2020-12-11,1641
2020-12-12,1648
2020-12-13,1656
2020-12-14,1663
2020-12-15,1670
2020-12-16,1685
2020-12-17,1694
2020-12-18,1701
2020-12-19,1713
2020-12-20,1729
2020-12-21,1741
2020-12-22,1751
2020-12-23,1762
2020-12-24,1775
2020-12-25,1789
2020-12-26,1798
2020-12-27,1812
2020-12-28,1823
2020-12-29,1831
2020-12-30,1843
2020-12-31,1858
2021-01-01,1868
2021-01-02,1882
2021-01-03,1898
2021-01-04,1911
2021-01-05,1931
2021-01-06,1943
2021-01-07,1964
2021-01-08,1986
2021-01-09,1999
2021-01-10,2005
2021-01-11,2023
2021-01-12,2031
2021-01-13,2046
2021-01-14,2055
2021-01-15,2067
2021-01-16,2078
2021-01-17,2083
2021-01-18,2099
2021-01-19,2108
2021-01-20,2120
2021-01-21,2135
2021-01-22,2147
2021-01-23,2156
2021-01-24,2168
2021-01-25,2181
2021-01-26,2197
2021-01-27,2211
2021-01-28,2220
2021-01-29,2237
2021-01-30,2244
2021-01-31,2255
2021-02-01,2267
2021-02-02,2283
2021-02-03,2293
2021-02-04,2302
2021-02-05,2316
2021-02-06,2328
2021-02-07,2336
2021-02-08,2338
2021-02-09,2350
2021-02-10,2360
2021-02-11,2364
