Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,19
2020-03-23,22
2020-03-24,26
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,62
2020-03-30,71
2020-03-31,89
2020-04-01,107
2020-04-02,121
2020-04-03,142
2020-04-04,156
2020-04-05,165
2020-04-06,189
2020-04-07,211
2020-04-08,236
2020-04-09,264
2020-04-10,293
2020-04-11,313
2020-04-12,331
2020-04-13,346
2020-04-14,397
2020-04-15,453
2020-04-16,503
2020-04-17,550
2020-04-18,573
2020-04-19,579
2020-04-20,635
2020-04-21,687
2020-04-22,733
2020-04-23,780
2020-04-24,842
2020-04-25,859
2020-04-26,868
2020-04-27,877
2020-04-28,927
2020-04-29,963
2020-04-30,1006
2020-05-01,1047
2020-05-02,1062
2020-05-03,1069
2020-05-04,1112
2020-05-05,1126
2020-05-06,1164
2020-05-07,1203
2020-05-08,1239
2020-05-09,1248
2020-05-10,1251
2020-05-11,1289
2020-05-12,1332
2020-05-13,1367
2020-05-14,1394
2020-05-15,1427
2020-05-16,1436
2020-05-17,1440
2020-05-18,1472
2020-05-19,1504
2020-05-20,1535
2020-05-21,1541
2020-05-22,1574
2020-05-23,1577
2020-05-24,1577
2020-05-25,1600
2020-05-26,1621
2020-05-27,1644
2020-05-28,1675
2020-05-29,1696
2020-05-30,1703
2020-05-31,1703
2020-06-01,1703
2020-06-02,1727
2020-06-03,1748
2020-06-04,1768
2020-06-05,1778
2020-06-06,1780
2020-06-07,1782
2020-06-08,1798
2020-06-09,1810
2020-06-10,1821
2020-06-11,1833
2020-06-12,1843
2020-06-13,1843
2020-06-14,1845
2020-06-15,1863
2020-06-16,1868
2020-06-17,1874
2020-06-18,1881
2020-06-19,1889
2020-06-20,1890
2020-06-21,1890
2020-06-22,1895
2020-06-23,1901
2020-06-24,1907
2020-06-25,1912
2020-06-26,1916
2020-06-27,1916
2020-06-28,1916
2020-06-29,1920
2020-06-30,1927
2020-07-01,1930
2020-07-02,1934
2020-07-03,1942
2020-07-04,1942
2020-07-05,1943
2020-07-06,1948
2020-07-07,1951
2020-07-08,1956
2020-07-09,1960
2020-07-10,1960
2020-07-11,1960
2020-07-12,1962
2020-07-13,1963
2020-07-14,1964
2020-07-15,1967
2020-07-16,1971
2020-07-17,1971
2020-07-18,1971
2020-07-19,1971
2020-07-20,1976
2020-07-21,1978
2020-07-22,1981
2020-07-23,1982
2020-07-24,1986
2020-07-25,1987
2020-07-26,1987
2020-07-27,1988
2020-07-28,1989
2020-07-29,1990
2020-07-30,1992
2020-07-31,1992
2020-08-01,1993
2020-08-02,1993
2020-08-03,1993
2020-08-04,1994
2020-08-05,1997
2020-08-06,1998
2020-08-07,1999
2020-08-08,1999
2020-08-09,2000
2020-08-10,2001
2020-08-11,2002
2020-08-12,2003
2020-08-13,2003
2020-08-14,2004
2020-08-15,2004
2020-08-16,2005
2020-08-17,2008
2020-08-18,2011
2020-08-19,2016
2020-08-20,2019
2020-08-21,2022
2020-08-22,2022
2020-08-23,2023
2020-08-24,2024
2020-08-25,2025
2020-08-26,2030
2020-08-27,2033
2020-08-28,2038
2020-08-29,2039
2020-08-30,2039
2020-08-31,2042
2020-09-01,2045
2020-09-02,2047
2020-09-03,2050
2020-09-04,2051
2020-09-05,2052
2020-09-06,2052
2020-09-07,2052
2020-09-08,2052
2020-09-09,2054
2020-09-10,2056
2020-09-11,2057
2020-09-12,2058
2020-09-13,2058
2020-09-14,2061
2020-09-15,2065
2020-09-16,2066
2020-09-17,2071
2020-09-18,2073
2020-09-19,2075
2020-09-20,2075
2020-09-21,2077
2020-09-22,2079
2020-09-23,2084
2020-09-24,2086
2020-09-25,2090
2020-09-26,2090
