Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,18
2020-03-23,21
2020-03-24,25
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,61
2020-03-30,69
2020-03-31,86
2020-04-01,104
2020-04-02,119
2020-04-03,140
2020-04-04,154
2020-04-05,163
2020-04-06,187
2020-04-07,211
2020-04-08,236
2020-04-09,263
2020-04-10,290
2020-04-11,311
2020-04-12,329
2020-04-13,344
2020-04-14,394
2020-04-15,448
2020-04-16,499
2020-04-17,547
2020-04-18,570
2020-04-19,576
2020-04-20,629
2020-04-21,682
2020-04-22,728
2020-04-23,775
2020-04-24,840
2020-04-25,856
2020-04-26,866
2020-04-27,875
2020-04-28,926
2020-04-29,963
2020-04-30,1005
2020-05-01,1044
2020-05-02,1059
2020-05-03,1066
2020-05-04,1109
2020-05-05,1124
2020-05-06,1161
2020-05-07,1201
2020-05-08,1238
2020-05-09,1246
2020-05-10,1249
2020-05-11,1290
2020-05-12,1332
2020-05-13,1367
2020-05-14,1394
2020-05-15,1430
2020-05-16,1439
2020-05-17,1443
2020-05-18,1476
2020-05-19,1508
2020-05-20,1537
2020-05-21,1542
2020-05-22,1575
2020-05-23,1578
2020-05-24,1578
2020-05-25,1601
2020-05-26,1622
2020-05-27,1645
2020-05-28,1676
2020-05-29,1697
2020-05-30,1704
2020-05-31,1704
2020-06-01,1704
2020-06-02,1728
2020-06-03,1749
2020-06-04,1769
2020-06-05,1780
2020-06-06,1782
2020-06-07,1784
2020-06-08,1801
2020-06-09,1814
2020-06-10,1826
2020-06-11,1838
2020-06-12,1848
2020-06-13,1848
2020-06-14,1850
2020-06-15,1868
2020-06-16,1873
2020-06-17,1880
2020-06-18,1887
2020-06-19,1895
2020-06-20,1896
2020-06-21,1896
2020-06-22,1900
2020-06-23,1907
2020-06-24,1913
2020-06-25,1919
2020-06-26,1923
2020-06-27,1923
2020-06-28,1923
2020-06-29,1928
2020-06-30,1935
2020-07-01,1940
2020-07-02,1944
2020-07-03,1954
2020-07-04,1954
2020-07-05,1955
2020-07-06,1960
2020-07-07,1962
2020-07-08,1967
2020-07-09,1971
2020-07-10,1971
2020-07-11,1971
2020-07-12,1973
2020-07-13,1974
2020-07-14,1975
2020-07-15,1977
2020-07-16,1982
2020-07-17,1982
2020-07-18,1982
2020-07-19,1982
2020-07-20,1987
2020-07-21,1989
2020-07-22,1993
2020-07-23,1995
2020-07-24,1999
2020-07-25,2000
2020-07-26,2000
2020-07-27,2002
2020-07-28,2003
2020-07-29,2005
2020-07-30,2007
2020-07-31,2007
2020-08-01,2008
2020-08-02,2008
2020-08-03,2008
2020-08-04,2009
2020-08-05,2012
2020-08-06,2013
2020-08-07,2014
2020-08-08,2014
2020-08-09,2015
2020-08-10,2016
2020-08-11,2017
2020-08-12,2018
2020-08-13,2018
2020-08-14,2019
2020-08-15,2019
2020-08-16,2020
2020-08-17,2023
2020-08-18,2027
2020-08-19,2033
2020-08-20,2036
2020-08-21,2039
2020-08-22,2039
2020-08-23,2040
2020-08-24,2041
2020-08-25,2042
2020-08-26,2048
2020-08-27,2052
2020-08-28,2057
2020-08-29,2058
2020-08-30,2058
2020-08-31,2061
2020-09-01,2063
2020-09-02,2065
2020-09-03,2068
2020-09-04,2069
2020-09-05,2069
2020-09-06,2069
2020-09-07,2070
2020-09-08,2070
2020-09-09,2072
2020-09-10,2074
2020-09-11,2076
2020-09-12,2077
2020-09-13,2077
2020-09-14,2080
2020-09-15,2084
2020-09-16,2085
2020-09-17,2090
2020-09-18,2092
2020-09-19,2094
2020-09-20,2094
2020-09-21,2097
2020-09-22,2100
2020-09-23,2105
2020-09-24,2107
2020-09-25,2111
2020-09-26,2112
2020-09-27,2112
2020-09-28,2116
2020-09-29,2119
2020-09-30,2122
2020-10-01,2130
2020-10-02,2133
2020-10-03,2137
2020-10-04,2141
2020-10-05,2145
2020-10-06,2157
2020-10-07,2166
2020-10-08,2173
2020-10-09,2183
2020-10-10,2193
2020-10-11,2197
2020-10-12,2207
2020-10-13,2220
2020-10-14,2227
2020-10-15,2236
2020-10-16,2257
2020-10-17,2263
2020-10-18,2268
2020-10-19,2279
2020-10-20,2297
2020-10-21,2310
2020-10-22,2331
2020-10-23,2349
2020-10-24,2360
2020-10-25,2370
2020-10-26,2388
2020-10-27,2414
2020-10-28,2435
2020-10-29,2455
2020-10-30,2478
2020-10-31,2487
2020-11-01,2495
2020-11-02,2521
2020-11-03,2548
2020-11-04,2578
2020-11-05,2610
2020-11-06,2637
2020-11-07,2646
2020-11-08,2656
2020-11-09,2690
2020-11-10,2719
2020-11-11,2748
2020-11-12,2775
2020-11-13,2814
2020-11-14,2821
2020-11-15,2830
2020-11-16,2856
2020-11-17,2888
2020-11-18,2914
2020-11-19,2944
2020-11-20,2974
2020-11-21,2981
2020-11-22,2988
2020-11-23,3018
2020-11-24,3047
2020-11-25,3074
2020-11-26,3095
2020-11-27,3127
2020-11-28,3135
2020-11-29,3139
2020-11-30,3167
2020-12-01,3189
2020-12-02,3213
2020-12-03,3230
2020-12-04,3263
2020-12-05,3267
2020-12-06,3273
2020-12-07,3297
2020-12-08,3325
2020-12-09,3353
2020-12-10,3374
2020-12-11,3396
2020-12-12,3404
2020-12-13,3406
2020-12-14,3436
2020-12-15,3456
2020-12-16,3483
2020-12-17,3508
2020-12-18,3532
2020-12-19,3536
2020-12-20,3544
2020-12-21,3576
2020-12-22,3605
2020-12-23,3630
2020-12-24,3664
2020-12-25,3670
2020-12-26,3676
2020-12-27,3682
2020-12-28,3708
2020-12-29,3733
2020-12-30,3762
2020-12-31,3784
2021-01-01,3798
2021-01-02,3806
2021-01-03,3817
2021-01-04,3843
2021-01-05,3884
2021-01-06,3926
2021-01-07,3963
2021-01-08,4003
2021-01-09,4015
2021-01-10,4025
2021-01-11,4059
2021-01-12,4103
2021-01-13,4137
2021-01-14,4174
2021-01-15,4205
2021-01-16,4213
2021-01-17,4220
2021-01-18,4256
2021-01-19,4293
2021-01-20,4326
2021-01-21,4360
2021-01-22,4400
2021-01-23,4413
2021-01-24,4417
2021-01-25,4456
2021-01-26,4486
2021-01-27,4511
2021-01-28,4537
2021-01-29,4566
2021-01-30,4578
2021-01-31,4583
2021-02-01,4617
2021-02-02,4648
2021-02-03,4691
2021-02-04,4732
2021-02-05,4773
2021-02-06,4780
2021-02-07,4785
2021-02-08,4824
2021-02-09,4868
2021-02-10,4904
2021-02-11,4934
2021-02-12,4964
2021-02-13,4973
2021-02-14,4977
2021-02-15,5011
2021-02-16,5043
2021-02-17,5070
2021-02-18,5093
2021-02-19,5128
2021-02-20,5136
2021-02-21,5142
2021-02-22,5169
2021-02-23,5192
2021-02-24,5225
2021-02-25,5248
2021-02-26,5273
2021-02-27,5286
2021-02-28,5290
2021-03-01,5326
2021-03-02,5368
2021-03-03,5402
2021-03-04,5434
2021-03-05,5472
2021-03-06,5484
2021-03-07,5494
2021-03-08,5521
2021-03-09,5559
2021-03-10,5587
2021-03-11,5614
2021-03-12,5648
2021-03-13,5657
2021-03-14,5662
2021-03-15,5702
2021-03-16,5739
