Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,11
2020-03-19,11
2020-03-20,13
2020-03-21,15
2020-03-22,18
2020-03-23,20
2020-03-24,23
2020-03-25,27
2020-03-26,36
2020-03-27,42
2020-03-28,46
2020-03-29,57
2020-03-30,66
2020-03-31,82
2020-04-01,100
2020-04-02,114
2020-04-03,136
2020-04-04,149
2020-04-05,158
2020-04-06,180
2020-04-07,203
2020-04-08,227
2020-04-09,255
2020-04-10,282
2020-04-11,301
2020-04-12,317
2020-04-13,332
2020-04-14,382
2020-04-15,434
2020-04-16,482
2020-04-17,528
2020-04-18,550
2020-04-19,556
2020-04-20,612
2020-04-21,663
2020-04-22,706
2020-04-23,752
2020-04-24,812
2020-04-25,829
2020-04-26,837
2020-04-27,847
2020-04-28,895
2020-04-29,932
2020-04-30,975
2020-05-01,1016
2020-05-02,1030
2020-05-03,1037
2020-05-04,1079
2020-05-05,1091
2020-05-06,1127
2020-05-07,1164
2020-05-08,1198
2020-05-09,1207
2020-05-10,1210
2020-05-11,1247
2020-05-12,1289
2020-05-13,1321
2020-05-14,1349
2020-05-15,1384
2020-05-16,1394
2020-05-17,1398
2020-05-18,1430
2020-05-19,1462
2020-05-20,1492
2020-05-21,1498
2020-05-22,1531
2020-05-23,1534
2020-05-24,1534
2020-05-25,1558
2020-05-26,1577
2020-05-27,1601
2020-05-28,1632
2020-05-29,1651
2020-05-30,1658
2020-05-31,1658
2020-06-01,1658
2020-06-02,1683
2020-06-03,1703
2020-06-04,1722
2020-06-05,1733
2020-06-06,1735
2020-06-07,1737
2020-06-08,1753
2020-06-09,1763
2020-06-10,1776
2020-06-11,1788
2020-06-12,1796
2020-06-13,1796
2020-06-14,1798
2020-06-15,1816
2020-06-16,1822
2020-06-17,1828
2020-06-18,1835
2020-06-19,1844
2020-06-20,1844
2020-06-21,1844
2020-06-22,1849
2020-06-23,1855
2020-06-24,1862
2020-06-25,1868
2020-06-26,1872
2020-06-27,1872
2020-06-28,1872
2020-06-29,1875
2020-06-30,1882
2020-07-01,1885
2020-07-02,1889
2020-07-03,1897
2020-07-04,1897
2020-07-05,1898
2020-07-06,1903
2020-07-07,1906
2020-07-08,1909
2020-07-09,1912
2020-07-10,1912
2020-07-11,1912
2020-07-12,1914
2020-07-13,1915
2020-07-14,1916
2020-07-15,1920
2020-07-16,1924
2020-07-17,1924
2020-07-18,1924
2020-07-19,1924
2020-07-20,1929
2020-07-21,1931
2020-07-22,1934
2020-07-23,1936
2020-07-24,1940
2020-07-25,1941
2020-07-26,1941
2020-07-27,1943
2020-07-28,1945
2020-07-29,1946
2020-07-30,1949
2020-07-31,1949
2020-08-01,1950
2020-08-02,1950
2020-08-03,1950
2020-08-04,1951
2020-08-05,1954
2020-08-06,1955
2020-08-07,1956
2020-08-08,1956
2020-08-09,1957
2020-08-10,1958
2020-08-11,1959
2020-08-12,1960
2020-08-13,1961
2020-08-14,1962
2020-08-15,1962
2020-08-16,1963
2020-08-17,1967
2020-08-18,1970
2020-08-19,1975
2020-08-20,1978
2020-08-21,1982
2020-08-22,1982
2020-08-23,1983
2020-08-24,1985
2020-08-25,1986
2020-08-26,1992
2020-08-27,1995
2020-08-28,2001
2020-08-29,2002
2020-08-30,2002
2020-08-31,2005
2020-09-01,2007
2020-09-02,2009
2020-09-03,2012
2020-09-04,2013
2020-09-05,2015
2020-09-06,2016
2020-09-07,2016
2020-09-08,2019
2020-09-09,2022
2020-09-10,2024
2020-09-11,2025
2020-09-12,2026
2020-09-13,2026
2020-09-14,2029
2020-09-15,2032
