Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,19
2020-03-23,22
2020-03-24,26
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,62
2020-03-30,71
2020-03-31,89
2020-04-01,107
2020-04-02,121
2020-04-03,142
2020-04-04,156
2020-04-05,165
2020-04-06,189
2020-04-07,211
2020-04-08,236
2020-04-09,264
2020-04-10,293
2020-04-11,313
2020-04-12,331
2020-04-13,346
2020-04-14,397
2020-04-15,453
2020-04-16,503
2020-04-17,550
2020-04-18,573
2020-04-19,579
2020-04-20,635
2020-04-21,687
2020-04-22,733
2020-04-23,780
2020-04-24,842
2020-04-25,859
2020-04-26,868
2020-04-27,877
2020-04-28,927
2020-04-29,963
2020-04-30,1006
2020-05-01,1047
2020-05-02,1062
2020-05-03,1069
2020-05-04,1112
2020-05-05,1126
2020-05-06,1164
2020-05-07,1203
2020-05-08,1239
2020-05-09,1248
2020-05-10,1251
2020-05-11,1289
2020-05-12,1332
2020-05-13,1367
2020-05-14,1394
2020-05-15,1427
2020-05-16,1436
2020-05-17,1440
2020-05-18,1472
2020-05-19,1504
2020-05-20,1534
2020-05-21,1540
2020-05-22,1573
2020-05-23,1576
2020-05-24,1576
2020-05-25,1599
2020-05-26,1620
2020-05-27,1643
2020-05-28,1674
2020-05-29,1695
2020-05-30,1702
2020-05-31,1702
2020-06-01,1702
2020-06-02,1726
2020-06-03,1747
2020-06-04,1767
2020-06-05,1777
2020-06-06,1779
2020-06-07,1781
2020-06-08,1797
2020-06-09,1809
2020-06-10,1820
2020-06-11,1832
2020-06-12,1842
2020-06-13,1842
2020-06-14,1844
2020-06-15,1862
2020-06-16,1867
2020-06-17,1873
2020-06-18,1880
2020-06-19,1888
2020-06-20,1889
2020-06-21,1889
2020-06-22,1894
2020-06-23,1900
2020-06-24,1906
2020-06-25,1912
2020-06-26,1916
2020-06-27,1916
2020-06-28,1916
2020-06-29,1920
2020-06-30,1927
2020-07-01,1931
2020-07-02,1935
2020-07-03,1943
2020-07-04,1943
2020-07-05,1944
2020-07-06,1949
2020-07-07,1952
2020-07-08,1957
2020-07-09,1961
2020-07-10,1961
2020-07-11,1961
2020-07-12,1963
2020-07-13,1964
2020-07-14,1965
2020-07-15,1968
2020-07-16,1972
2020-07-17,1972
2020-07-18,1972
2020-07-19,1972
2020-07-20,1977
2020-07-21,1979
2020-07-22,1982
2020-07-23,1984
2020-07-24,1988
2020-07-25,1989
2020-07-26,1989
2020-07-27,1990
2020-07-28,1991
2020-07-29,1992
2020-07-30,1994
2020-07-31,1994
2020-08-01,1995
2020-08-02,1995
2020-08-03,1995
2020-08-04,1996
2020-08-05,1999
2020-08-06,2000
2020-08-07,2001
2020-08-08,2001
2020-08-09,2002
2020-08-10,2003
2020-08-11,2004
2020-08-12,2005
2020-08-13,2005
2020-08-14,2006
2020-08-15,2006
2020-08-16,2007
2020-08-17,2010
2020-08-18,2014
2020-08-19,2019
2020-08-20,2022
2020-08-21,2025
2020-08-22,2025
2020-08-23,2026
2020-08-24,2027
2020-08-25,2028
2020-08-26,2033
2020-08-27,2036
2020-08-28,2041
2020-08-29,2042
2020-08-30,2042
2020-08-31,2045
2020-09-01,2048
2020-09-02,2050
2020-09-03,2053
2020-09-04,2054
2020-09-05,2055
2020-09-06,2055
2020-09-07,2055
2020-09-08,2055
2020-09-09,2057
2020-09-10,2059
2020-09-11,2060
2020-09-12,2061
2020-09-13,2061
2020-09-14,2064
2020-09-15,2068
2020-09-16,2069
2020-09-17,2074
2020-09-18,2076
2020-09-19,2078
2020-09-20,2078
2020-09-21,2080
2020-09-22,2082
2020-09-23,2087
2020-09-24,2089
2020-09-25,2093
2020-09-26,2094
2020-09-27,2094
2020-09-28,2097
2020-09-29,2100
2020-09-30,2102
2020-10-01,2109
2020-10-02,2113
2020-10-03,2117
2020-10-04,2121
2020-10-05,2125
2020-10-06,2138
2020-10-07,2149
2020-10-08,2156
2020-10-09,2166
2020-10-10,2176
2020-10-11,2181
2020-10-12,2192
2020-10-13,2204
2020-10-14,2211
2020-10-15,2219
2020-10-16,2236
2020-10-17,2242
2020-10-18,2247
2020-10-19,2252
2020-10-20,2264
2020-10-21,2274
