Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,1
2020-03-05,1
2020-03-06,1
2020-03-07,2
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,2
2020-03-12,2
2020-03-13,2
2020-03-14,4
2020-03-15,4
2020-03-16,5
2020-03-17,5
2020-03-18,7
2020-03-19,7
2020-03-20,8
2020-03-21,10
2020-03-22,12
2020-03-23,14
2020-03-24,17
2020-03-25,21
2020-03-26,28
2020-03-27,31
2020-03-28,34
2020-03-29,43
2020-03-30,49
2020-03-31,60
2020-04-01,72
2020-04-02,82
2020-04-03,94
2020-04-04,102
2020-04-05,109
2020-04-06,125
2020-04-07,137
2020-04-08,154
2020-04-09,173
2020-04-10,195
2020-04-11,209
2020-04-12,221
2020-04-13,228
2020-04-14,253
2020-04-15,255
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,1
2020-03-07,0
2020-03-08,0
2020-03-09,1
2020-03-10,1
2020-03-11,1
2020-03-12,1
2020-03-13,2
2020-03-14,5
2020-03-15,7
2020-03-16,10
2020-03-17,13
2020-03-18,16
2020-03-19,20
2020-03-20,28
2020-03-21,37
2020-03-22,39
2020-03-23,52
2020-03-24,60
2020-03-25,71
2020-03-26,79
2020-03-27,97
2020-03-28,115
2020-03-29,126
2020-03-30,147
2020-03-31,160
2020-04-01,179
2020-04-02,195
2020-04-03,214
2020-04-04,237
2020-04-05,262
2020-04-06,283
2020-04-07,320
2020-04-08,345
2020-04-09,359
2020-04-10,375
2020-04-11,405
2020-04-12,439
2020-04-13,474
2020-04-14,482
2020-04-15,492
