Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,19
2020-03-23,22
2020-03-24,26
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,62
2020-03-30,71
2020-03-31,89
2020-04-01,107
2020-04-02,121
2020-04-03,142
2020-04-04,156
2020-04-05,165
2020-04-06,189
2020-04-07,211
2020-04-08,236
2020-04-09,264
2020-04-10,293
2020-04-11,313
2020-04-12,331
2020-04-13,346
2020-04-14,397
2020-04-15,453
2020-04-16,503
2020-04-17,550
2020-04-18,573
2020-04-19,579
2020-04-20,635
2020-04-21,687
2020-04-22,733
2020-04-23,780
2020-04-24,842
2020-04-25,859
2020-04-26,868
2020-04-27,877
2020-04-28,928
2020-04-29,964
2020-04-30,1007
2020-05-01,1048
2020-05-02,1063
2020-05-03,1070
2020-05-04,1113
2020-05-05,1127
2020-05-06,1165
2020-05-07,1204
2020-05-08,1240
2020-05-09,1249
2020-05-10,1252
2020-05-11,1291
2020-05-12,1334
2020-05-13,1369
2020-05-14,1396
2020-05-15,1429
2020-05-16,1438
2020-05-17,1442
2020-05-18,1474
2020-05-19,1506
2020-05-20,1536
2020-05-21,1542
2020-05-22,1575
2020-05-23,1578
2020-05-24,1578
2020-05-25,1601
2020-05-26,1622
2020-05-27,1645
2020-05-28,1676
2020-05-29,1697
2020-05-30,1704
2020-05-31,1704
2020-06-01,1704
2020-06-02,1729
2020-06-03,1750
2020-06-04,1770
2020-06-05,1780
2020-06-06,1782
2020-06-07,1784
2020-06-08,1800
2020-06-09,1812
2020-06-10,1823
2020-06-11,1835
2020-06-12,1845
2020-06-13,1845
2020-06-14,1847
2020-06-15,1865
2020-06-16,1870
2020-06-17,1876
2020-06-18,1883
2020-06-19,1891
2020-06-20,1892
2020-06-21,1892
2020-06-22,1897
2020-06-23,1903
2020-06-24,1909
2020-06-25,1915
2020-06-26,1919
2020-06-27,1919
2020-06-28,1919
2020-06-29,1923
2020-06-30,1930
2020-07-01,1934
2020-07-02,1938
2020-07-03,1946
2020-07-04,1946
2020-07-05,1947
2020-07-06,1952
2020-07-07,1955
2020-07-08,1960
2020-07-09,1964
2020-07-10,1964
2020-07-11,1964
2020-07-12,1966
2020-07-13,1967
2020-07-14,1968
2020-07-15,1971
2020-07-16,1975
2020-07-17,1975
2020-07-18,1975
2020-07-19,1975
2020-07-20,1980
2020-07-21,1982
2020-07-22,1985
2020-07-23,1987
2020-07-24,1991
2020-07-25,1992
2020-07-26,1992
2020-07-27,1993
2020-07-28,1994
2020-07-29,1995
2020-07-30,1997
2020-07-31,1997
2020-08-01,1998
2020-08-02,1998
2020-08-03,1998
2020-08-04,1999
2020-08-05,2002
2020-08-06,2003
2020-08-07,2004
2020-08-08,2004
2020-08-09,2005
2020-08-10,2006
2020-08-11,2007
2020-08-12,2008
2020-08-13,2008
2020-08-14,2009
2020-08-15,2009
2020-08-16,2010
2020-08-17,2013
2020-08-18,2017
2020-08-19,2022
2020-08-20,2025
2020-08-21,2028
2020-08-22,2028
2020-08-23,2029
2020-08-24,2030
2020-08-25,2031
2020-08-26,2036
2020-08-27,2039
2020-08-28,2044
2020-08-29,2045
2020-08-30,2045
2020-08-31,2048
2020-09-01,2050
2020-09-02,2052
2020-09-03,2055
2020-09-04,2056
2020-09-05,2057
2020-09-06,2057
2020-09-07,2057
2020-09-08,2057
2020-09-09,2059
2020-09-10,2061
2020-09-11,2062
2020-09-12,2063
2020-09-13,2063
2020-09-14,2066
2020-09-15,2070
2020-09-16,2071
2020-09-17,2076
2020-09-18,2078
2020-09-19,2080
2020-09-20,2080
2020-09-21,2082
2020-09-22,2084
2020-09-23,2089
2020-09-24,2091
2020-09-25,2095
2020-09-26,2096
2020-09-27,2096
2020-09-28,2099
2020-09-29,2102
2020-09-30,2104
2020-10-01,2111
2020-10-02,2115
2020-10-03,2119
2020-10-04,2123
2020-10-05,2127
2020-10-06,2140
2020-10-07,2150
2020-10-08,2157
2020-10-09,2166
2020-10-10,2176
2020-10-11,2181
2020-10-12,2192
2020-10-13,2205
2020-10-14,2212
2020-10-15,2219
2020-10-16,2238
2020-10-17,2244
2020-10-18,2249
2020-10-19,2258
2020-10-20,2274
2020-10-21,2285
2020-10-22,2304
2020-10-23,2321
2020-10-24,2331
2020-10-25,2341
2020-10-26,2356
2020-10-27,2382
2020-10-28,2402
2020-10-29,2421
2020-10-30,2441
2020-10-31,2450
2020-11-01,2458
2020-11-02,2482
2020-11-03,2505
2020-11-04,2530
2020-11-05,2533
