Datum,Opgenomen
2020-02-27,7
2020-02-28,8
2020-02-29,9
2020-03-01,11
2020-03-02,10
2020-03-03,12
2020-03-04,15
2020-03-05,15
2020-03-06,19
2020-03-07,21
2020-03-08,27
2020-03-09,32
2020-03-10,39
2020-03-11,48
2020-03-12,68
2020-03-13,79
2020-03-14,95
2020-03-15,119
2020-03-16,149
2020-03-17,177
2020-03-18,226
2020-03-19,283
2020-03-20,358
2020-03-21,426
2020-03-22,477
2020-03-23,571
2020-03-24,651
2020-03-25,751
2020-03-26,837
2020-03-27,926
2020-03-28,992
2020-03-29,1039
2020-03-30,1128
2020-03-31,1192
2020-04-01,1208
2020-04-02,1251
2020-04-03,1278
2020-04-04,1281
2020-04-05,1305
2020-04-06,1313
2020-04-07,1315
2020-04-08,1282
2020-04-09,1279
2020-04-10,1286
2020-04-11,1251
2020-04-12,1232
2020-04-13,1216
2020-04-14,1192
2020-04-15,1167
2020-04-16,1135
2020-04-17,1105
2020-04-18,1059
2020-04-19,1029
2020-04-20,1009
2020-04-21,972
2020-04-22,916
2020-04-23,874
2020-04-24,857
2020-04-25,827
2020-04-26,803
2020-04-27,780
2020-04-28,759
2020-04-29,731
2020-04-30,707
2020-05-01,672
2020-05-02,634
2020-05-03,620
2020-05-04,611
2020-05-05,569
2020-05-06,542
2020-05-07,519
2020-05-08,488
2020-05-09,466
2020-05-10,448
2020-05-11,442
2020-05-12,400
2020-05-13,382
2020-05-14,356
2020-05-15,340
2020-05-16,324
2020-05-17,318
2020-05-18,312
2020-05-19,279
2020-05-20,269
2020-05-21,248
2020-05-22,237
2020-05-23,220
2020-05-24,219
2020-05-25,209
2020-05-26,186
2020-05-27,171
2020-05-28,163
2020-05-29,153
2020-05-30,143
2020-05-31,146
2020-06-01,143
2020-06-02,138
2020-06-03,125
2020-06-04,123
2020-06-05,121
2020-06-06,119
2020-06-07,118
2020-06-08,117
2020-06-09,109
2020-06-10,106
2020-06-11,102
2020-06-12,99
2020-06-13,97
2020-06-14,96
2020-06-15,95
2020-06-16,86
2020-06-17,78
2020-06-18,71
2020-06-19,66
2020-06-20,64
2020-06-21,60
2020-06-22,62
2020-06-23,55
2020-06-24,52
2020-06-25,51
2020-06-26,47
2020-06-27,42
2020-06-28,38
2020-06-29,38
2020-06-30,37
2020-07-01,33
2020-07-02,35
2020-07-03,32
2020-07-04,33
2020-07-05,31
2020-07-06,30
2020-07-07,28
2020-07-08,25
2020-07-09,25
2020-07-10,26
2020-07-11,24
2020-07-12,25
2020-07-13,23
2020-07-14,20
2020-07-15,20
2020-07-16,19
2020-07-17,19
2020-07-18,18
2020-07-19,19
2020-07-20,18
2020-07-21,22
2020-07-22,22
2020-07-23,20
2020-07-24,20
2020-07-25,17
2020-07-26,17
2020-07-27,21
2020-07-28,20
2020-07-29,19
2020-07-30,21
2020-07-31,24
2020-08-01,25
2020-08-02,26
2020-08-03,29
2020-08-04,31
2020-08-05,30
2020-08-06,32
2020-08-07,32
2020-08-08,32
2020-08-09,37
2020-08-10,36
2020-08-11,39
2020-08-12,39
2020-08-13,36
2020-08-14,41
2020-08-15,40
2020-08-16,42
2020-08-17,50
2020-08-18,44
2020-08-19,43
2020-08-20,44
2020-08-21,48
2020-08-22,44
2020-08-23,47
2020-08-24,47
2020-08-25,42
2020-08-26,40
2020-08-27,40
2020-08-28,37
2020-08-29,37
2020-08-30,42
2020-08-31,42
2020-09-01,38
2020-09-02,36
2020-09-03,38
2020-09-04,42
2020-09-05,38
2020-09-06,41
2020-09-07,41
2020-09-08,43
2020-09-09,42
2020-09-10,45
2020-09-11,50
2020-09-12,55
2020-09-13,57
2020-09-14,65
2020-09-15,70
2020-09-16,65
2020-09-17,65
2020-09-18,66
