Datum,Opgenomen
2020-02-27,10
2020-02-28,11
2020-02-29,12
2020-03-01,14
2020-03-02,13
2020-03-03,15
2020-03-04,18
2020-03-05,18
2020-03-06,22
2020-03-07,24
2020-03-08,30
2020-03-09,35
2020-03-10,42
2020-03-11,51
2020-03-12,71
2020-03-13,82
2020-03-14,99
2020-03-15,123
2020-03-16,153
2020-03-17,182
2020-03-18,231
2020-03-19,290
2020-03-20,365
2020-03-21,433
2020-03-22,483
2020-03-23,576
2020-03-24,656
2020-03-25,755
2020-03-26,841
2020-03-27,930
2020-03-28,995
2020-03-29,1041
2020-03-30,1129
2020-03-31,1194
2020-04-01,1211
2020-04-02,1252
2020-04-03,1279
2020-04-04,1283
2020-04-05,1307
2020-04-06,1315
2020-04-07,1317
2020-04-08,1284
2020-04-09,1279
2020-04-10,1286
2020-04-11,1251
2020-04-12,1233
2020-04-13,1216
2020-04-14,1193
2020-04-15,1168
2020-04-16,1135
2020-04-17,1105
2020-04-18,1059
2020-04-19,1030
2020-04-20,1011
2020-04-21,974
2020-04-22,918
2020-04-23,876
2020-04-24,859
2020-04-25,829
2020-04-26,805
2020-04-27,782
2020-04-28,761
2020-04-29,733
2020-04-30,709
2020-05-01,674
2020-05-02,636
2020-05-03,622
2020-05-04,613
2020-05-05,571
2020-05-06,544
2020-05-07,522
2020-05-08,491
2020-05-09,469
2020-05-10,451
2020-05-11,445
2020-05-12,403
2020-05-13,385
2020-05-14,359
2020-05-15,343
2020-05-16,327
2020-05-17,320
2020-05-18,315
2020-05-19,282
2020-05-20,272
2020-05-21,251
2020-05-22,240
2020-05-23,223
2020-05-24,222
2020-05-25,212
2020-05-26,189
2020-05-27,175
2020-05-28,167
2020-05-29,157
2020-05-30,148
2020-05-31,151
2020-06-01,148
2020-06-02,143
2020-06-03,130
2020-06-04,128
2020-06-05,126
2020-06-06,124
2020-06-07,123
2020-06-08,122
2020-06-09,114
2020-06-10,111
2020-06-11,107
2020-06-12,104
2020-06-13,102
2020-06-14,101
2020-06-15,100
2020-06-16,91
2020-06-17,83
2020-06-18,76
2020-06-19,71
2020-06-20,69
2020-06-21,65
2020-06-22,67
2020-06-23,60
2020-06-24,57
2020-06-25,56
2020-06-26,50
2020-06-27,45
2020-06-28,41
2020-06-29,41
2020-06-30,40
2020-07-01,36
2020-07-02,38
2020-07-03,35
2020-07-04,36
2020-07-05,34
2020-07-06,34
2020-07-07,32
2020-07-08,29
2020-07-09,29
2020-07-10,30
2020-07-11,28
2020-07-12,29
2020-07-13,28
2020-07-14,25
2020-07-15,25
2020-07-16,24
2020-07-17,24
2020-07-18,23
2020-07-19,24
2020-07-20,24
2020-07-21,27
2020-07-22,27
2020-07-23,25
2020-07-24,24
2020-07-25,21
2020-07-26,21
2020-07-27,25
2020-07-28,24
2020-07-29,23
2020-07-30,25
2020-07-31,28
2020-08-01,29
2020-08-02,30
2020-08-03,33
2020-08-04,35
2020-08-05,34
2020-08-06,36
2020-08-07,36
2020-08-08,36
2020-08-09,41
2020-08-10,40
2020-08-11,43
2020-08-12,43
2020-08-13,40
2020-08-14,45
2020-08-15,43
2020-08-16,44
2020-08-17,53
2020-08-18,48
2020-08-19,47
2020-08-20,48
2020-08-21,52
2020-08-22,48
2020-08-23,51
2020-08-24,51
2020-08-25,46
2020-08-26,44
2020-08-27,44
2020-08-28,42
2020-08-29,42
2020-08-30,47
2020-08-31,46
2020-09-01,42
2020-09-02,40
2020-09-03,42
2020-09-04,46
2020-09-05,42
2020-09-06,46
2020-09-07,47
2020-09-08,48
2020-09-09,47
2020-09-10,50
2020-09-11,55
2020-09-12,59
2020-09-13,61
2020-09-14,71
2020-09-15,72
2020-09-16,67
2020-09-17,67
2020-09-18,71
2020-09-19,82
2020-09-20,95
2020-09-21,104
2020-09-22,113
2020-09-23,120
2020-09-24,127
2020-09-25,141
2020-09-26,145
2020-09-27,157
2020-09-28,165
2020-09-29,173
2020-09-30,177
2020-10-01,183
2020-10-02,183
2020-10-03,191
2020-10-04,204
2020-10-05,219
2020-10-06,240
2020-10-07,253
2020-10-08,259
2020-10-09,275
2020-10-10,276
2020-10-11,281
2020-10-12,303
2020-10-13,323
2020-10-14,343
2020-10-15,360
2020-10-16,396
2020-10-17,390
2020-10-18,410
2020-10-19,450
2020-10-20,476
2020-10-21,492
2020-10-22,498
