Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,19
2020-03-23,22
2020-03-24,26
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,62
2020-03-30,71
2020-03-31,89
2020-04-01,107
2020-04-02,121
2020-04-03,142
2020-04-04,156
2020-04-05,165
2020-04-06,188
2020-04-07,211
2020-04-08,236
2020-04-09,263
2020-04-10,290
2020-04-11,311
2020-04-12,329
2020-04-13,344
2020-04-14,395
2020-04-15,452
2020-04-16,502
2020-04-17,550
2020-04-18,573
2020-04-19,579
2020-04-20,635
2020-04-21,687
2020-04-22,733
2020-04-23,780
2020-04-24,843
2020-04-25,860
2020-04-26,869
2020-04-27,879
2020-04-28,930
2020-04-29,966
2020-04-30,1009
2020-05-01,1051
2020-05-02,1066
2020-05-03,1073
2020-05-04,1117
2020-05-05,1131
2020-05-06,1169
2020-05-07,1208
2020-05-08,1244
2020-05-09,1253
2020-05-10,1256
2020-05-11,1296
2020-05-12,1339
2020-05-13,1374
2020-05-14,1401
2020-05-15,1434
2020-05-16,1443
2020-05-17,1447
2020-05-18,1479
2020-05-19,1512
2020-05-20,1542
2020-05-21,1548
2020-05-22,1581
2020-05-23,1584
2020-05-24,1584
2020-05-25,1607
2020-05-26,1627
2020-05-27,1650
2020-05-28,1681
2020-05-29,1702
2020-05-30,1709
2020-05-31,1709
2020-06-01,1709
2020-06-02,1734
2020-06-03,1755
2020-06-04,1775
2020-06-05,1785
2020-06-06,1787
2020-06-07,1789
2020-06-08,1806
2020-06-09,1818
2020-06-10,1830
2020-06-11,1842
2020-06-12,1852
2020-06-13,1852
2020-06-14,1854
2020-06-15,1872
2020-06-16,1877
2020-06-17,1884
2020-06-18,1891
2020-06-19,1899
2020-06-20,1900
2020-06-21,1900
2020-06-22,1904
2020-06-23,1911
2020-06-24,1917
2020-06-25,1923
2020-06-26,1927
2020-06-27,1927
2020-06-28,1927
2020-06-29,1932
2020-06-30,1939
2020-07-01,1944
2020-07-02,1948
2020-07-03,1957
2020-07-04,1957
2020-07-05,1958
2020-07-06,1963
2020-07-07,1965
2020-07-08,1970
2020-07-09,1974
2020-07-10,1974
2020-07-11,1974
2020-07-12,1976
2020-07-13,1977
2020-07-14,1978
2020-07-15,1980
2020-07-16,1985
2020-07-17,1985
2020-07-18,1985
2020-07-19,1985
2020-07-20,1990
2020-07-21,1992
2020-07-22,1995
2020-07-23,1997
2020-07-24,2001
2020-07-25,2002
2020-07-26,2002
2020-07-27,2004
2020-07-28,2005
2020-07-29,2006
2020-07-30,2008
2020-07-31,2008
2020-08-01,2009
2020-08-02,2009
2020-08-03,2009
2020-08-04,2010
2020-08-05,2013
2020-08-06,2014
2020-08-07,2015
2020-08-08,2015
2020-08-09,2016
2020-08-10,2017
2020-08-11,2018
2020-08-12,2019
2020-08-13,2019
2020-08-14,2020
2020-08-15,2020
2020-08-16,2021
2020-08-17,2024
2020-08-18,2028
2020-08-19,2034
2020-08-20,2037
2020-08-21,2040
2020-08-22,2040
2020-08-23,2041
2020-08-24,2042
2020-08-25,2043
2020-08-26,2049
2020-08-27,2053
2020-08-28,2058
2020-08-29,2059
2020-08-30,2059
2020-08-31,2062
2020-09-01,2064
2020-09-02,2066
2020-09-03,2069
2020-09-04,2070
2020-09-05,2071
2020-09-06,2071
2020-09-07,2072
2020-09-08,2072
2020-09-09,2074
2020-09-10,2076
2020-09-11,2077
2020-09-12,2078
2020-09-13,2078
2020-09-14,2081
2020-09-15,2085
2020-09-16,2086
2020-09-17,2091
2020-09-18,2093
2020-09-19,2095
2020-09-20,2095
2020-09-21,2098
2020-09-22,2101
2020-09-23,2106
2020-09-24,2108
2020-09-25,2112
2020-09-26,2113
2020-09-27,2113
2020-09-28,2117
2020-09-29,2120
2020-09-30,2123
2020-10-01,2131
2020-10-02,2134
2020-10-03,2138
2020-10-04,2142
2020-10-05,2146
2020-10-06,2159
2020-10-07,2169
2020-10-08,2175
2020-10-09,2184
2020-10-10,2194
2020-10-11,2199
2020-10-12,2210
2020-10-13,2223
2020-10-14,2230
2020-10-15,2239
2020-10-16,2260
2020-10-17,2266
2020-10-18,2271
2020-10-19,2282
2020-10-20,2299
2020-10-21,2312
2020-10-22,2334
2020-10-23,2352
2020-10-24,2363
2020-10-25,2373
2020-10-26,2390
2020-10-27,2417
2020-10-28,2439
2020-10-29,2460
2020-10-30,2483
2020-10-31,2492
2020-11-01,2500
2020-11-02,2526
2020-11-03,2552
2020-11-04,2582
2020-11-05,2614
2020-11-06,2641
2020-11-07,2650
2020-11-08,2661
2020-11-09,2695
2020-11-10,2724
2020-11-11,2753
2020-11-12,2780
2020-11-13,2819
2020-11-14,2826
2020-11-15,2834
2020-11-16,2860
2020-11-17,2892
2020-11-18,2918
2020-11-19,2946
2020-11-20,2974
2020-11-21,2981
2020-11-22,2988
2020-11-23,3017
2020-11-24,3046
2020-11-25,3072
2020-11-26,3093
2020-11-27,3125
2020-11-28,3133
2020-11-29,3137
2020-11-30,3161
2020-12-01,3182
2020-12-02,3204
2020-12-03,3220
2020-12-04,3251
2020-12-05,3255
2020-12-06,3261
2020-12-07,3284
2020-12-08,3312
2020-12-09,3340
2020-12-10,3360
2020-12-11,3380
2020-12-12,3388
2020-12-13,3390
2020-12-14,3419
2020-12-15,3439
2020-12-16,3465
2020-12-17,3491
2020-12-18,3514
2020-12-19,3518
2020-12-20,3526
2020-12-21,3554
2020-12-22,3583
2020-12-23,3607
2020-12-24,3639
2020-12-25,3645
2020-12-26,3651
2020-12-27,3657
2020-12-28,3680
2020-12-29,3701
2020-12-30,3728
2020-12-31,3749
2021-01-01,3763
2021-01-02,3771
2021-01-03,3782
2021-01-04,3807
2021-01-05,3844
2021-01-06,3884
2021-01-07,3920
2021-01-08,3958
2021-01-09,3968
2021-01-10,3978
2021-01-11,4011
2021-01-12,4055
2021-01-13,4085
2021-01-14,4120
2021-01-15,4150
2021-01-16,4156
2021-01-17,4162
2021-01-18,4196
2021-01-19,4232
2021-01-20,4264
2021-01-21,4294
2021-01-22,4332
2021-01-23,4345
2021-01-24,4349
2021-01-25,4385
2021-01-26,4413
2021-01-27,4441
2021-01-28,4466
2021-01-29,4492
2021-01-30,4503
2021-01-31,4507
2021-02-01,4541
2021-02-02,4568
2021-02-03,4612
2021-02-04,4648
2021-02-05,4684
2021-02-06,4692
2021-02-07,4697
2021-02-08,4732
2021-02-09,4772
2021-02-10,4806
2021-02-11,4838
2021-02-12,4862
2021-02-13,4868
2021-02-14,4870
