Datum,OverledenCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,3
2020-03-12,4
2020-03-13,4
2020-03-14,5
2020-03-15,9
2020-03-16,14
2020-03-17,16
2020-03-18,21
2020-03-19,28
2020-03-20,33
2020-03-21,45
2020-03-22,51
2020-03-23,68
2020-03-24,75
2020-03-25,87
2020-03-26,109
2020-03-27,123
2020-03-28,140
2020-03-29,166
2020-03-30,186
2020-03-31,218
2020-04-01,238
2020-04-02,261
2020-04-03,294
2020-04-04,313
2020-04-05,335
2020-04-06,354
2020-04-07,387
2020-04-08,403
2020-04-09,414
2020-04-10,443
2020-04-11,458
2020-04-12,471
2020-04-13,493
2020-04-14,503
2020-04-15,521
2020-04-16,539
2020-04-17,558
2020-04-18,572
2020-04-19,588
2020-04-20,607
2020-04-21,628
2020-04-22,645
2020-04-23,659
2020-04-24,671
2020-04-25,682
2020-04-26,695
2020-04-27,707
2020-04-28,711
2020-04-29,717
2020-04-30,728
2020-05-01,732
2020-05-02,742
2020-05-03,747
2020-05-04,753
2020-05-05,759
2020-05-06,764
2020-05-07,772
2020-05-08,778
2020-05-09,784
2020-05-10,786
2020-05-11,793
2020-05-12,795
2020-05-13,799
2020-05-14,802
2020-05-15,808
2020-05-16,809
2020-05-17,809
2020-05-18,810
2020-05-19,812
2020-05-20,817
2020-05-21,821
2020-05-22,824
2020-05-23,824
2020-05-24,826
2020-05-25,827
2020-05-26,829
2020-05-27,830
2020-05-28,832
2020-05-29,835
2020-05-30,835
2020-05-31,835
2020-06-01,837
2020-06-02,837
2020-06-03,842
2020-06-04,844
2020-06-05,844
2020-06-06,846
2020-06-07,846
2020-06-08,846
2020-06-09,846
2020-06-10,847
2020-06-11,848
2020-06-12,849
2020-06-13,850
2020-06-14,852
2020-06-15,853
2020-06-16,855
2020-06-17,856
2020-06-18,857
2020-06-19,858
2020-06-20,859
2020-06-21,860
2020-06-22,861
2020-06-23,862
2020-06-24,864
2020-06-25,864
2020-06-26,865
2020-06-27,866
2020-06-28,866
2020-06-29,866
2020-06-30,866
2020-07-01,866
2020-07-02,866
