Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,7
2020-03-15,7
2020-03-16,8
2020-03-17,8
2020-03-18,12
2020-03-19,12
2020-03-20,14
2020-03-21,16
2020-03-22,19
2020-03-23,22
2020-03-24,26
2020-03-25,31
2020-03-26,41
2020-03-27,47
2020-03-28,51
2020-03-29,62
2020-03-30,71
2020-03-31,89
2020-04-01,107
2020-04-02,122
2020-04-03,143
2020-04-04,157
2020-04-05,166
2020-04-06,190
2020-04-07,212
2020-04-08,237
2020-04-09,265
2020-04-10,294
2020-04-11,314
2020-04-12,332
2020-04-13,347
2020-04-14,398
2020-04-15,454
2020-04-16,504
2020-04-17,551
2020-04-18,574
2020-04-19,580
2020-04-20,636
2020-04-21,688
2020-04-22,734
2020-04-23,781
2020-04-24,843
2020-04-25,860
2020-04-26,869
2020-04-27,879
2020-04-28,930
2020-04-29,966
2020-04-30,1009
2020-05-01,1050
2020-05-02,1065
2020-05-03,1072
2020-05-04,1115
2020-05-05,1129
2020-05-06,1167
2020-05-07,1206
2020-05-08,1242
2020-05-09,1251
2020-05-10,1254
2020-05-11,1294
2020-05-12,1337
2020-05-13,1372
2020-05-14,1399
2020-05-15,1432
2020-05-16,1441
2020-05-17,1445
2020-05-18,1477
2020-05-19,1509
2020-05-20,1539
2020-05-21,1545
2020-05-22,1578
2020-05-23,1581
2020-05-24,1581
2020-05-25,1604
2020-05-26,1625
2020-05-27,1648
2020-05-28,1679
2020-05-29,1700
2020-05-30,1707
2020-05-31,1707
2020-06-01,1707
2020-06-02,1732
2020-06-03,1753
2020-06-04,1773
2020-06-05,1783
2020-06-06,1785
2020-06-07,1787
2020-06-08,1804
2020-06-09,1816
2020-06-10,1827
2020-06-11,1839
2020-06-12,1849
2020-06-13,1849
2020-06-14,1851
2020-06-15,1869
2020-06-16,1874
2020-06-17,1880
2020-06-18,1887
2020-06-19,1895
2020-06-20,1896
2020-06-21,1896
2020-06-22,1901
2020-06-23,1907
2020-06-24,1913
2020-06-25,1919
2020-06-26,1923
2020-06-27,1923
2020-06-28,1923
2020-06-29,1927
2020-06-30,1934
2020-07-01,1938
2020-07-02,1942
2020-07-03,1950
2020-07-04,1950
2020-07-05,1951
2020-07-06,1956
2020-07-07,1958
2020-07-08,1963
2020-07-09,1967
2020-07-10,1967
2020-07-11,1967
2020-07-12,1969
2020-07-13,1970
2020-07-14,1971
2020-07-15,1974
2020-07-16,1978
2020-07-17,1978
2020-07-18,1978
2020-07-19,1978
2020-07-20,1983
2020-07-21,1985
2020-07-22,1988
2020-07-23,1990
2020-07-24,1994
2020-07-25,1995
2020-07-26,1995
2020-07-27,1996
2020-07-28,1997
2020-07-29,1998
2020-07-30,2000
2020-07-31,2000
2020-08-01,2001
2020-08-02,2001
2020-08-03,2001
2020-08-04,2002
2020-08-05,2005
2020-08-06,2006
2020-08-07,2007
2020-08-08,2007
2020-08-09,2008
2020-08-10,2009
2020-08-11,2010
2020-08-12,2011
2020-08-13,2011
2020-08-14,2012
2020-08-15,2012
2020-08-16,2013
2020-08-17,2016
2020-08-18,2020
2020-08-19,2025
2020-08-20,2028
2020-08-21,2031
2020-08-22,2031
2020-08-23,2032
2020-08-24,2033
2020-08-25,2034
2020-08-26,2039
2020-08-27,2042
2020-08-28,2047
2020-08-29,2048
2020-08-30,2048
2020-08-31,2051
2020-09-01,2053
2020-09-02,2055
2020-09-03,2058
2020-09-04,2059
2020-09-05,2060
2020-09-06,2060
2020-09-07,2060
2020-09-08,2060
2020-09-09,2062
2020-09-10,2064
2020-09-11,2065
2020-09-12,2066
2020-09-13,2066
2020-09-14,2069
2020-09-15,2073
2020-09-16,2074
2020-09-17,2079
2020-09-18,2081
2020-09-19,2083
2020-09-20,2083
2020-09-21,2085
2020-09-22,2087
2020-09-23,2092
2020-09-24,2094
2020-09-25,2098
2020-09-26,2099
2020-09-27,2099
2020-09-28,2102
2020-09-29,2105
2020-09-30,2107
2020-10-01,2115
2020-10-02,2119
2020-10-03,2123
2020-10-04,2127
2020-10-05,2131
2020-10-06,2144
2020-10-07,2154
2020-10-08,2160
2020-10-09,2169
2020-10-10,2179
2020-10-11,2184
2020-10-12,2195
2020-10-13,2208
2020-10-14,2215
2020-10-15,2222
2020-10-16,2242
2020-10-17,2248
2020-10-18,2253
2020-10-19,2262
2020-10-20,2277
2020-10-21,2288
2020-10-22,2308
2020-10-23,2325
2020-10-24,2335
2020-10-25,2346
2020-10-26,2362
2020-10-27,2391
2020-10-28,2411
2020-10-29,2431
2020-10-30,2450
2020-10-31,2459
2020-11-01,2467
2020-11-02,2491
2020-11-03,2515
2020-11-04,2544
2020-11-05,2576
2020-11-06,2598
2020-11-07,2605
2020-11-08,2617
2020-11-09,2648
2020-11-10,2672
2020-11-11,2698
2020-11-12,2723
2020-11-13,2760
2020-11-14,2767
2020-11-15,2774
2020-11-16,2798
2020-11-17,2828
2020-11-18,2853
2020-11-19,2876
2020-11-20,2903
2020-11-21,2910
2020-11-22,2917
2020-11-23,2945
2020-11-24,2971
2020-11-25,2994
2020-11-26,3015
2020-11-27,3045
2020-11-28,3053
2020-11-29,3057
