Datum,Opgenomen
2020-02-27,9
2020-02-28,10
2020-02-29,11
2020-03-01,13
2020-03-02,12
2020-03-03,14
2020-03-04,17
2020-03-05,17
2020-03-06,21
2020-03-07,23
2020-03-08,29
2020-03-09,34
2020-03-10,42
2020-03-11,50
2020-03-12,70
2020-03-13,81
2020-03-14,98
2020-03-15,122
2020-03-16,152
2020-03-17,181
2020-03-18,230
2020-03-19,288
2020-03-20,363
2020-03-21,432
2020-03-22,482
2020-03-23,575
2020-03-24,655
2020-03-25,754
2020-03-26,840
2020-03-27,928
2020-03-28,993
2020-03-29,1040
2020-03-30,1128
2020-03-31,1193
2020-04-01,1210
2020-04-02,1251
2020-04-03,1278
2020-04-04,1282
2020-04-05,1306
2020-04-06,1314
2020-04-07,1316
2020-04-08,1283
2020-04-09,1278
2020-04-10,1285
2020-04-11,1250
2020-04-12,1232
2020-04-13,1215
2020-04-14,1192
2020-04-15,1167
2020-04-16,1134
2020-04-17,1104
2020-04-18,1058
2020-04-19,1029
2020-04-20,1010
2020-04-21,973
2020-04-22,917
2020-04-23,875
2020-04-24,858
2020-04-25,828
2020-04-26,804
2020-04-27,781
2020-04-28,760
2020-04-29,732
2020-04-30,708
2020-05-01,673
2020-05-02,635
2020-05-03,621
2020-05-04,612
2020-05-05,570
2020-05-06,543
2020-05-07,522
2020-05-08,491
2020-05-09,469
2020-05-10,451
2020-05-11,445
2020-05-12,403
2020-05-13,385
2020-05-14,359
2020-05-15,343
2020-05-16,327
2020-05-17,320
2020-05-18,315
2020-05-19,282
2020-05-20,272
2020-05-21,251
2020-05-22,240
2020-05-23,224
2020-05-24,223
2020-05-25,213
2020-05-26,190
2020-05-27,176
2020-05-28,168
2020-05-29,158
2020-05-30,149
2020-05-31,152
2020-06-01,149
2020-06-02,144
2020-06-03,130
2020-06-04,128
2020-06-05,126
2020-06-06,124
2020-06-07,123
2020-06-08,122
2020-06-09,114
2020-06-10,111
2020-06-11,107
2020-06-12,104
2020-06-13,102
2020-06-14,101
2020-06-15,100
2020-06-16,91
2020-06-17,83
2020-06-18,76
2020-06-19,71
2020-06-20,69
2020-06-21,65
2020-06-22,67
2020-06-23,60
2020-06-24,56
2020-06-25,56
2020-06-26,50
2020-06-27,45
2020-06-28,41
2020-06-29,41
2020-06-30,40
2020-07-01,36
2020-07-02,38
2020-07-03,35
2020-07-04,36
2020-07-05,34
2020-07-06,34
2020-07-07,32
2020-07-08,29
2020-07-09,29
2020-07-10,30
2020-07-11,28
2020-07-12,29
2020-07-13,28
2020-07-14,25
2020-07-15,25
2020-07-16,24
2020-07-17,24
2020-07-18,23
2020-07-19,24
2020-07-20,24
2020-07-21,27
2020-07-22,27
2020-07-23,25
2020-07-24,24
2020-07-25,21
2020-07-26,21
2020-07-27,25
2020-07-28,24
2020-07-29,23
2020-07-30,25
2020-07-31,28
2020-08-01,29
2020-08-02,30
2020-08-03,33
2020-08-04,34
2020-08-05,33
2020-08-06,35
2020-08-07,35
2020-08-08,35
2020-08-09,40
2020-08-10,39
2020-08-11,42
2020-08-12,42
2020-08-13,39
2020-08-14,44
2020-08-15,42
2020-08-16,43
2020-08-17,52
2020-08-18,47
2020-08-19,46
2020-08-20,47
2020-08-21,51
2020-08-22,47
2020-08-23,50
2020-08-24,50
2020-08-25,45
2020-08-26,43
2020-08-27,43
2020-08-28,41
2020-08-29,41
2020-08-30,46
2020-08-31,45
2020-09-01,41
2020-09-02,39
2020-09-03,41
2020-09-04,45
2020-09-05,41
2020-09-06,45
2020-09-07,46
2020-09-08,47
2020-09-09,46
2020-09-10,49
2020-09-11,54
2020-09-12,58
2020-09-13,60
2020-09-14,70
2020-09-15,71
2020-09-16,66
2020-09-17,66
2020-09-18,70
2020-09-19,81
2020-09-20,94
2020-09-21,103
2020-09-22,111
2020-09-23,118
2020-09-24,125
2020-09-25,139
2020-09-26,143
2020-09-27,155
2020-09-28,163
2020-09-29,171
2020-09-30,175
2020-10-01,181
2020-10-02,181
2020-10-03,189
2020-10-04,202
2020-10-05,217
2020-10-06,238
2020-10-07,251
2020-10-08,257
2020-10-09,274
2020-10-10,274
2020-10-11,279
2020-10-12,301
2020-10-13,321
2020-10-14,340
2020-10-15,358
2020-10-16,394
2020-10-17,389
2020-10-18,410
2020-10-19,448
2020-10-20,476
2020-10-21,492
2020-10-22,506
2020-10-23,516
2020-10-24,523
2020-10-25,537
2020-10-26,563
2020-10-27,579
2020-10-28,596
2020-10-29,592
